@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R24-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=a numeric
@attribute var_0=b numeric
@attribute var_0=c numeric
@attribute var_0=d numeric
@attribute var_1 numeric
@attribute var_2=b numeric
@attribute var_2=c numeric
@attribute var_2=d numeric
@attribute var_2=e numeric
@attribute var_2=f numeric
@attribute var_2=g numeric
@attribute var_2=h numeric
@attribute var_2=a numeric
@attribute var_3 numeric
@attribute var_4=c numeric
@attribute var_4=d numeric
@attribute var_4=e numeric
@attribute var_4=f numeric
@attribute var_4=g numeric
@attribute var_4=h numeric
@attribute var_4=a numeric
@attribute var_4=b numeric
@attribute var_5 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute label {0,1}

@data
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.714286,0.16149,0.170083,0.839334,0.327265,0.697261,0.781988,0.948094,0.033755,0.94073,0.320182,0.912524,0.242805,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.714286,0.987582,0.543774,0.45923,0.357442,0.054112,0.383325,0.249396,0.082334,0.457762,0.909079,0.023727,0.875399,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.571429,0.962424,0.117317,0.585183,0.380111,0.591406,0.952256,0.319991,0.185421,0.770986,0.077949,0.498467,0.000753,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.571429,0.819526,0.226409,0.207622,0.795149,0.457134,0.137387,0.266645,0.076363,0.950123,0.304705,0.68807,0.98881,1
0,0,1,0,0.666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.384527,0.671186,0.194801,0.032916,0.428534,0.036184,0.043715,0.850667,0.148084,0.532778,0.999499,0.531572,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,1,0,0,0,0,0.088895,0.710858,0.733204,0.043047,0.42097,0.855645,0.524946,0.409994,0.502713,0.566644,0.36781,0.369429,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,0.857143,0,0,0,1,0,0,0,0,1,0.186881,0.666491,0.948294,0.979933,0.606654,0.089904,0.953706,0.392981,0.723879,0.8042,0.27094,0.627444,1
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.285714,0.532126,0.934874,0.468753,0.275048,0.55526,0.846804,0.699835,0.846517,0.802438,0.48588,0.348823,0.297458,1
0,0,1,0,0.666667,0,0,0,1,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.428571,0.91585,0.041626,0.014751,0.408348,0.5478,0.624448,0.662448,0.35692,0.610531,0.153112,0.193689,0.211437,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,1,0,0.857143,0.332805,0.655623,0.126917,0.781785,0.173077,0.976408,0.787892,0.795042,0.714509,0.990155,0.102041,0.62982,1
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.428571,0.124175,0.249538,0.907555,0.157553,0.492837,0.110732,0.020696,0.232644,0.492234,0.173562,0.521204,0.315679,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.714286,0,0,0,0,0,1,0,0,0,0.748377,0.322711,0.119299,0.152008,0.457223,0.543079,0.572742,0.959451,0.635779,0.272433,0.584435,0.681327,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0.857143,0,0,0,0,0,1,0,0,0.428571,0.951207,0.802787,0.17877,0.273253,0.866395,0.468255,0.682012,0.871128,0.328568,0.130355,0.508517,0.278598,1
0,0,1,0,0.333333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.428571,0.346053,0.411482,0.493926,0.956238,0.007203,0.527128,0.037148,0.807969,0.812741,0.516343,0.726341,0.557315,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.428571,0.872886,0.417543,0.223705,0.983749,0.14553,0.127334,0.767702,0.702431,0.708043,0.157301,0.444398,0.438552,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.571429,0.281508,0.306423,0.887166,0.58502,0.325468,0.426383,0.342318,0.640704,0.307786,0.558462,0.851225,0.840111,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.714286,0.680049,0.471361,0.316724,0.375751,0.415701,0.504735,0.878255,0.159335,0.160461,0.28098,0.457733,0.851205,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.285714,0.303948,0.074529,0.236219,0.14413,0.051524,0.144081,0.245495,0.282482,0.547303,0.077259,0.023967,0.781656,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0.714286,1,0,0,0,0,0,0,0,1,0.993667,0.739589,0.249426,0.297058,0.047652,0.982541,0.947365,0.958716,0.98666,0.484838,0.219247,0.80799,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0.857143,0,1,0,0,0,0,0,0,0.142857,0.421159,0.718454,0.248255,0.559059,0.002491,0.64367,0.076939,0.678335,0.635224,0.14856,0.573773,0.404639,1
0,0,1,0,0.666667,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.285714,0.875594,0.625235,0.19227,0.263447,0.178808,0.730097,0.684646,0.142989,0.414253,0.278478,0.409628,0.183001,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.571429,0,0,1,0,0,0,0,0,0.285714,0.40812,0.749313,0.872296,0.291145,0.328726,0.335357,0.647391,0.918988,0.865602,0.257375,0.287801,0.164484,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.428571,0.343445,0.347157,0.650742,0.397115,0.932761,0.95887,0.603113,0.033964,0.137951,0.486981,0.075173,0.885659,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0.857143,0,0,0,0,1,0,0,0,0.285714,0.592775,0.168968,0.269944,0.31767,0.343078,0.409255,0.707107,0.47367,0.117825,0.105922,0.021595,0.074534,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0.285714,0,0,0,0,1,0,0,0,0.857143,0.848162,0.801406,0.63716,0.674029,0.560452,0.450091,0.877548,0.501457,0.553055,0.225103,0.242036,0.946494,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.857143,0.602559,0.201635,0.031037,0.278282,0.83239,0.579959,0.827565,0.657615,0.068042,0.807709,0.722422,0.44677,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0.571429,0,0,0,0,0,0,0,1,0.571429,0.0229,0.060565,0.429209,0.007506,0.936639,0.44499,0.529819,0.199011,0.240728,0.271187,0.410179,0.013396,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.571429,1,0,0,0,0,0,0,0,0.714286,0.005278,0.364674,0.63034,0.940086,0.909832,0.957417,0.826934,0.611586,0.400418,0.307495,0.111607,0.650416,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,0,1,0.428571,0.261795,0.725939,0.536307,0.945391,0.09524,0.237496,0.687269,0.669057,0.51362,0.305649,0.798112,0.28566,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.285714,0.027924,0.718385,0.371349,0.383735,0.716658,0.008916,0.110392,0.320759,0.451793,0.116994,0.521953,0.540773,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.285714,0,0,0,1,0,0,0,0,0.428571,0.937226,0.597429,0.74488,0.00816,0.737155,0.059229,0.910247,0.469866,0.08046,0.728855,0.459525,0.163189,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.428571,0.787028,0.38467,0.313319,0.56288,0.531984,0.82704,0.546405,0.450327,0.973341,0.706153,0.636359,0.460622,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.571429,0,0,0,0,0,1,0,0,0.714286,0.31416,0.37594,0.363654,0.945294,0.89415,0.096637,0.834898,0.726635,0.138195,0.023263,0.642895,0.138181,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.142857,0.714143,0.674401,0.927594,0.139311,0.099183,0.168443,0.750043,0.025157,0.94284,0.139859,0.123694,0.966539,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.285714,0.470171,0.363162,0.040054,0.437277,0.182404,0.730111,0.627279,0.759048,0.450272,0.874651,0.015175,0.706667,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0.428571,0,0,1,0,0,0,0,0,0.428571,0.110053,0.413325,0.479344,0.746141,0.227479,0.978277,0.894428,0.230843,0.611124,0.799903,0.418065,0.682471,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.571429,0,0,0,0,0,0,1,0,1,0.779731,0.373573,0.768804,0.02055,0.329313,0.334939,0.994923,0.687662,0.219663,0.517284,0.620648,0.327209,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.571429,0,0,0,1,0,0,0,0,0.142857,0.011291,0.30637,0.380797,0.081374,0.977355,0.365121,0.421427,0.863504,0.216318,0.282062,0.137534,0.932918,1
0,1,0,0,0.333333,0,0,0,0,0,0,1,0,0.428571,0,0,1,0,0,0,0,0,0.571429,0.771362,0.323503,0.96381,0.262774,0.907135,0.233923,0.751918,0.171453,0.815217,0.017865,0.696037,0.704141,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.857143,0.802574,0.430185,0.012064,0.484191,0.988345,0.241255,0.272655,0.205669,0.049467,0.808129,0.888402,0.058051,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.142857,0.416249,0.212103,0.714446,0.465743,0.457083,0.641513,0.183623,0.678873,0.659949,0.463112,0.712985,0.922664,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.428571,0,0,0,0,0,1,0,0,0,0.258745,0.193751,0.755642,0.896324,0.757817,0.093117,0.511906,0.355591,0.805119,0.742742,0.451145,0.563127,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.714286,0.156905,0.459073,0.59731,0.423279,0.437453,0.68931,0.70708,0.944757,0.839835,0.265799,0.26897,0.213161,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.714286,0.949802,0.356922,0.240701,0.360824,0.929346,0.596801,0.460093,0.287333,0.40049,0.054856,0.594095,0.504537,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.285714,0.234474,0.813971,0.664558,0.011481,0.67938,0.872762,0.573252,0.515429,0.241729,0.054116,0.697774,0.372062,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,1,0,0,0,0.571429,0.19263,0.946732,0.043239,0.460604,0.89925,0.043423,0.713793,0.168978,0.696785,0.8137,0.010961,0.76483,1
0,0,1,0,0.666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.123279,0.301971,0.479903,0.638638,0.283814,0.508911,0.607158,0.534343,0.27899,0.859183,0.520583,0.116613,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0.285714,0.983015,0.161303,0.338206,0.349078,0.299913,0.789209,0.668494,0.716292,0.806267,0.059057,0.128284,0.119051,1
0,0,1,0,0.666667,1,0,0,0,0,0,0,0,0.428571,0,0,1,0,0,0,0,0,0.285714,0.131203,0.920899,0.323385,0.832177,0.143319,0.045034,0.231997,0.170613,0.513402,0.565564,0.108822,0.900879,1
