@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R24-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=a numeric
@attribute var_0=b numeric
@attribute var_0=c numeric
@attribute var_0=d numeric
@attribute var_1 numeric
@attribute var_2=b numeric
@attribute var_2=c numeric
@attribute var_2=d numeric
@attribute var_2=e numeric
@attribute var_2=f numeric
@attribute var_2=g numeric
@attribute var_2=h numeric
@attribute var_2=a numeric
@attribute var_3 numeric
@attribute var_4=c numeric
@attribute var_4=d numeric
@attribute var_4=e numeric
@attribute var_4=f numeric
@attribute var_4=g numeric
@attribute var_4=h numeric
@attribute var_4=a numeric
@attribute var_4=b numeric
@attribute var_5 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute label {0,1}

@data
0,1,0,0,0.333333,0,0,0,0,0,0,1,0,0.857143,0,0,0,1,0,0,0,0,0.142857,0.55992,0.339069,0.95178,0.480846,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0.571429,0,0,0,1,0,0,0,0,0,0.535053,0.033783,0.492137,0.240075,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.428571,0.257708,0.259171,0.114156,0.620826,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,0.142857,0,0,0,1,0,0,0,0,0.714286,0.296317,0.882118,0.644607,0.83881,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.714286,0.739178,0.794313,0.453745,0.430879,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0.714286,0,0,0,0,0,1,0,0,0.857143,0.69789,0.892949,0.517814,0.462202,1
0,1,0,0,0.333333,1,0,0,0,0,0,0,0,0.428571,0,0,0,0,0,1,0,0,0,0.405758,0.505922,0.125974,0.630871,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.142857,0.772872,0.51364,0.883941,0.941471,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0,0.483243,0.197863,0.812076,0.44435,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.285714,0.849205,0.282575,0.887449,0.518776,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.857143,0,0,1,0,0,0,0,0,0.714286,0.67449,0.722694,0.337405,0.315846,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.714286,0.319704,0.543524,0.356414,0.270974,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0.714286,0,0,1,0,0,0,0,0,0.428571,0.012608,0.43714,0.688492,0.045969,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.571429,0.200479,0.881494,0.694251,0.867174,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.571429,0,0,0,0,0,0,1,0,0.428571,0.402934,0.263837,0.104624,0.988808,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.857143,0.591035,0.862119,0.652594,0.92963,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,0,0,1,0,0,0.592067,0.56637,0.169731,0.206197,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0.142857,0,0,0,0,1,0,0,0,0.857143,0.399314,0.906602,0.536133,0.517494,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.857143,0.552252,0.294629,0.080356,0.723339,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.571429,0,0,1,0,0,0,0,0,0,0.944986,0.384244,0.640168,0.502967,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.285714,0,0,1,0,0,0,0,0,0,0.519386,0.107526,0.515498,0.280362,1
0,0,0,1,0.333333,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0.285714,0.304243,0.25461,0.971677,0.859371,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,1,0,0,0.714286,0.172931,0.430099,0.784098,0.224302,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.428571,0.509401,0.841327,0.554672,0.130686,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0.714286,1,0,0,0,0,0,0,0,0.428571,0.696016,0.652034,0.175959,0.436061,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0.285714,0,1,0,0,0,0,0,0,0.285714,0.966572,0.569582,0.870626,0.602069,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.857143,0.704009,0.924635,0.691875,0.436881,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0.285714,0,0,0,1,0,0,0,0,0.571429,0.704703,0.749332,0.234752,0.940895,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.714286,0,0,0,0,0,1,0,0,1,0.279836,0.263277,0.578755,0.068835,1
0,0,1,0,0.666667,0,0,0,0,0,0,0,1,0.857143,0,0,0,0,0,1,0,0,0.714286,0.319253,0.736252,0.158913,0.327853,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.714286,0.604334,0.91237,0.345518,0.393903,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.714286,0.723788,0.052472,0.001951,0.347621,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.571429,0.919919,0.179867,0.185549,0.706133,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.571429,0.072789,0.299117,0.458212,0.158653,1
0,0,1,0,0.666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.815844,0.198349,0.981482,0.801439,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,1,0,0,0,0,0.468938,0.94269,0.685038,0.711615,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,0.857143,0,0,0,1,0,0,0,0,1,0.073338,0.319708,0.318111,0.899556,1
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.285714,0.318171,0.307322,0.120033,0.035995,1
0,0,1,0,0.666667,0,0,0,1,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.428571,0.558894,0.100479,0.179191,0.862687,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,1,0,0.857143,0.445779,0.354934,0.288856,0.864422,1
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.428571,0.904002,0.084831,0.253927,0.605376,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.714286,0,0,0,0,0,1,0,0,0,0.336841,0.085318,0.154338,0.114222,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0.857143,0,0,0,0,0,1,0,0,0.428571,0.9596,0.842262,0.028916,0.840134,1
0,0,1,0,0.333333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.428571,0.114261,0.638204,0.807708,0.995746,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.428571,0.263519,0.967022,0.091342,0.553346,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.571429,0.117697,0.429303,0.552691,0.766996,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.714286,0.009221,0.996303,0.319182,0.856005,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.285714,0.19667,0.90239,0.683278,0.404089,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0.714286,1,0,0,0,0,0,0,0,1,0.254091,0.454219,0.884234,0.103783,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0.857143,0,1,0,0,0,0,0,0,0.142857,0.081116,0.729445,0.505941,0.707079,1
0,0,1,0,0.666667,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.285714,0.355575,0.478608,0.24371,0.43099,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.571429,0,0,1,0,0,0,0,0,0.285714,0.442677,0.540878,0.407072,0.610675,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.428571,0.873447,0.737697,0.54622,0.092937,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0.857143,0,0,0,0,1,0,0,0,0.285714,0.510016,0.517887,0.016435,0.719391,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0.285714,0,0,0,0,1,0,0,0,0.857143,0.426479,0.593652,0.127885,0.261248,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.857143,0.351413,0.428952,0.767401,0.336648,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0.571429,0,0,0,0,0,0,0,1,0.571429,0.241799,0.720038,0.024392,0.166638,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.571429,1,0,0,0,0,0,0,0,0.714286,0.187953,0.942533,0.404762,0.507363,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,0,1,0.428571,0.385223,0.630243,0.674759,0.733701,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.285714,0.350572,0.297965,0.240889,0.843564,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.285714,0,0,0,1,0,0,0,0,0.428571,0.910831,0.823869,0.242585,0.102228,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.428571,0.744239,0.666613,0.21103,0.152553,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.571429,0,0,0,0,0,1,0,0,0.714286,0.41808,0.50815,0.230587,0.6796,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.142857,0.93256,0.785297,0.028516,0.137151,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.285714,0.754725,0.101397,0.314177,0.618771,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0.428571,0,0,1,0,0,0,0,0,0.428571,0.206097,0.694031,0.990671,0.687559,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.571429,0,0,0,0,0,0,1,0,1,0.853841,0.97553,0.569889,0.866382,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.571429,0,0,0,1,0,0,0,0,0.142857,0.247655,0.660098,0.236188,0.53436,1
0,1,0,0,0.333333,0,0,0,0,0,0,1,0,0.428571,0,0,1,0,0,0,0,0,0.571429,0.943211,0.144712,0.524416,0.175544,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.857143,0.25785,0.620497,0.504779,0.282203,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.142857,0.615383,0.857119,0.700047,0.727799,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.428571,0,0,0,0,0,1,0,0,0,0.654214,0.7248,0.699844,0.093691,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.714286,0.496651,0.296882,0.582286,0.258815,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.714286,0.707135,0.810433,0.804982,0.543004,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.285714,0.50327,0.853221,0.185431,0.832332,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,1,0,0,0,0.571429,0.725905,0.892427,0.955088,0.408802,1
0,0,1,0,0.666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.923157,0.663821,0.641897,0.656892,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0.285714,0.658154,0.999667,0.712841,0.425921,1
0,0,1,0,0.666667,1,0,0,0,0,0,0,0,0.428571,0,0,1,0,0,0,0,0,0.285714,0.811386,0.389461,0.49106,0.58989,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.714286,0,0,0,0,1,0,0,0,0.428571,0.215969,0.939668,0.851357,0.265404,1
0,0,1,0,0.333333,0,0,0,0,0,0,0,1,0.142857,0,0,0,1,0,0,0,0,0.285714,0.437735,0.426943,0.59341,0.223467,1
0,0,0,1,0.333333,0,0,0,1,0,0,0,0,0.428571,0,0,0,0,0,1,0,0,0.285714,0.89195,0.823907,0.193781,0.262394,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0,0.774591,0.017338,0.845789,0.696786,1
0,0,1,0,0.333333,0,0,0,0,0,0,0,1,0.142857,0,0,0,0,0,0,0,1,1,0.478517,0.435749,0.310617,0.661428,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.428571,0.263464,0.956597,0.123493,0.629223,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0.857143,0.95372,0.772993,0.125555,0.398649,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.285714,0.348422,0.865542,0.125031,0.818991,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,0,1,0,0,0,0,0.857143,0.846855,0.347071,0.730595,0.690482,1
0,0,1,0,0.666667,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.571429,0.514706,0.226279,0.045305,0.601743,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.428571,0,0,0,0,0,0,1,0,0.285714,0.447157,0.070933,0.961239,0.948296,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0.857143,0,0,1,0,0,0,0,0,0.857143,0.820815,0.642061,0.253009,0.013678,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0.571429,0.468846,0.817642,0.532535,0.788584,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.857143,0,0,0,0,0,0,0,1,0.571429,0.162345,0.02763,0.398016,0.153683,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0.285714,0,0,0,1,0,0,0,0,0.857143,0.035824,0.981721,0.786757,0.158201,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0.142857,0,0,1,0,0,0,0,0,0.857143,0.755857,0.687072,0.624541,0.389041,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.857143,0.09929,0.625278,0.353492,0.844177,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,1,0,0.428571,0.58106,0.486215,0.815857,0.299238,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,0,1,0,0,0,0.651557,0.040934,0.272936,0.887648,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.714286,1,0,0,0,0,0,0,0,0.571429,0.769582,0.576604,0.046353,0.502397,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.714286,0,1,0,0,0,0,0,0,0.285714,0.349354,0.813597,0.383153,0.67143,1
0,0,0,1,0.666667,0,0,0,0,0,0,1,0,0.857143,0,0,0,0,0,0,1,0,0.857143,0.178628,0.37808,0.666699,0.758879,1
0,0,1,0,0.666667,0,0,0,0,1,0,0,0,0.285714,0,0,1,0,0,0,0,0,0,0.4099,0.713108,0.022099,0.700771,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.637781,0.776992,0.697923,0.996567,1
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.893017,0.999786,0.345191,0.346811,1
0,0,1,0,0.666667,0,0,0,0,1,0,0,0,0.142857,0,0,0,1,0,0,0,0,0.428571,0.607256,0.74709,0.460161,0.152382,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,1,0.571429,0.732576,0.974906,0.809181,0.072276,1
0,0,0,1,0.666667,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0.142857,0.235858,0.850104,0.611865,0.974544,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.428571,0,0,0,0,0,0,0,1,0.857143,0.130554,0.858151,0.623151,0.90895,1
0,1,0,0,0.333333,0,1,0,0,0,0,0,0,0.571429,0,1,0,0,0,0,0,0,0.285714,0.056951,0.323058,0.025261,0.180129,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,0,0,0,1,0.428571,0.17698,0.324052,0.217377,0.206441,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.571429,0,1,0,0,0,0,0,0,0.714286,0.810707,0.709354,0.173828,0.612435,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.714286,0.809053,0.279454,0.030865,0.921781,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,1,0,0.714286,0.130912,0.240637,0.957582,0.292699,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.285714,0,1,0,0,0,0,0,0,0.428571,0.472714,0.714056,0.16833,0.969396,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0.285714,0,0,1,0,0,0,0,0,0,0.084626,0.426497,0.141945,0.510691,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.428571,0,0,0,0,0,0,0,1,0.857143,0.099955,0.706021,0.727402,0.40096,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.857143,0,0,0,0,0,0,0,1,0.142857,0.802959,0.559014,0.835984,0.348727,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.428571,0,1,0,0,0,0,0,0,1,0.265142,0.914723,0.846841,0.434687,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0.428571,0,0,0,0,0,0,1,0,0.857143,0.691261,0.089203,0.685797,0.283612,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.714286,0.633636,0.14264,0.776542,0.603571,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.142857,0.956996,0.082367,0.708833,0.761063,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.285714,1,0,0,0,0,0,0,0,0.714286,0.065989,0.798431,0.520111,0.542121,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.857143,0,0,0,0,0,0,0,1,0.285714,0.443583,0.209409,0.944918,0.887138,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.285714,1,0,0,0,0,0,0,0,1,0.991009,0.343235,0.850791,0.181111,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.428571,0.008496,0.981117,0.349777,0.631194,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.428571,0.910956,0.052203,0.751522,0.369889,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.142857,0,0,0,1,0,0,0,0,0.428571,0.933887,0.182463,0.60683,0.18492,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.428571,0,0,1,0,0,0,0,0,1,0.152167,0.673326,0.579919,0.195756,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.142857,0,0,1,0,0,0,0,0,1,0.108027,0.713951,0.78304,0.371959,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.142857,0,0,1,0,0,0,0,0,0.571429,0.224382,0.815552,0.508939,0.519974,1
0,1,0,0,0.333333,0,0,1,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.285714,0.965837,0.297034,0.004604,0.25267,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.285714,0.402053,0.148264,0.044034,0.499905,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0.428571,0,0,0,0,0,0,0,1,0.428571,0.426802,0.750636,0.578253,0.318541,1
0,0,0,1,1,0,0,0,0,1,0,0,0,0.571429,0,0,0,0,0,0,0,1,0,0.390926,0.744112,0.667552,0.116838,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.714286,0,0,0,1,0,0,0,0,0,0.318531,0.795817,0.233959,0.920798,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.285714,0.193159,0.147256,0.911186,0.979012,1
0,0,0,1,0.333333,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.571429,0.024266,0.595603,0.414816,0.827739,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.857143,1,0,0,0,0,0,0,0,0,0.534283,0.999046,0.407241,0.919391,1
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.428571,0.342602,0.487014,0.789887,0.055319,1
0,0,0,1,0.333333,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,1,0.46526,0.30316,0.719501,0.157695,1
0,0,0,1,0.333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.142857,0.79771,0.612325,0.415792,0.365524,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0.714286,0,1,0,0,0,0,0,0,0.142857,0.002938,0.662242,0.004481,0.046243,1
0,1,0,0,0.333333,1,0,0,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.571429,0.888346,0.406592,0.222815,0.077057,1
