@relation anneal-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute family=- numeric
@attribute family=GB numeric
@attribute family=GK numeric
@attribute family=GS numeric
@attribute family=TN numeric
@attribute family=ZA numeric
@attribute family=ZF numeric
@attribute family=ZH numeric
@attribute family=ZM numeric
@attribute family=ZS numeric
@attribute product-type=C numeric
@attribute product-type=H numeric
@attribute product-type=G numeric
@attribute steel=- numeric
@attribute steel=R numeric
@attribute steel=A numeric
@attribute steel=U numeric
@attribute steel=K numeric
@attribute steel=M numeric
@attribute steel=S numeric
@attribute steel=W numeric
@attribute steel=V numeric
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling=T numeric
@attribute condition=- numeric
@attribute condition=S numeric
@attribute condition=A numeric
@attribute condition=X numeric
@attribute formability=- numeric
@attribute formability=1 numeric
@attribute formability=2 numeric
@attribute formability=3 numeric
@attribute formability=4 numeric
@attribute formability=5 numeric
@attribute strength numeric
@attribute non-ageing=N numeric
@attribute surface-finish=- numeric
@attribute surface-finish=P numeric
@attribute surface-finish=M numeric
@attribute surface-quality=- numeric
@attribute surface-quality=D numeric
@attribute surface-quality=E numeric
@attribute surface-quality=F numeric
@attribute surface-quality=G numeric
@attribute enamelability=- numeric
@attribute enamelability=1 numeric
@attribute enamelability=2 numeric
@attribute enamelability=3 numeric
@attribute enamelability=4 numeric
@attribute enamelability=5 numeric
@attribute bc=Y numeric
@attribute bf=Y numeric
@attribute bt=Y numeric
@attribute bw/me=- numeric
@attribute bw/me=B numeric
@attribute bw/me=M numeric
@attribute bl=Y numeric
@attribute m=Y numeric
@attribute chrom=C numeric
@attribute phos=P numeric
@attribute cbond=Y numeric
@attribute marvi=Y numeric
@attribute exptl=Y numeric
@attribute ferro=Y numeric
@attribute corr=Y numeric
@attribute blue/bright/varn/clean=- numeric
@attribute blue/bright/varn/clean=B numeric
@attribute blue/bright/varn/clean=R numeric
@attribute blue/bright/varn/clean=V numeric
@attribute blue/bright/varn/clean=C numeric
@attribute lustre=Y numeric
@attribute jurofm=Y numeric
@attribute s=Y numeric
@attribute p=Y numeric
@attribute shape=SHEET numeric
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil=- numeric
@attribute oil=Y numeric
@attribute oil=N numeric
@attribute bore=0 numeric
@attribute bore=500 numeric
@attribute bore=600 numeric
@attribute bore=760 numeric
@attribute packing=- numeric
@attribute packing=1 numeric
@attribute packing=2 numeric
@attribute packing=3 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute class {1,2,3,4,5,U}

@data
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,1,0,0,0,1,0,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.042553,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.171086,0.220637,0.040133,0.380986,0.492058,0.504839,0.53994,0.980221,0.318239,0.433089,0.930101,0.403718,0.432022,0.198108,0.56567,0.529832,0.878955,0.495723,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,1,0,0,0,1,0,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.4,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.70471,0.994972,0.869242,0.67823,0.844457,0.268138,0.432133,0.255244,0.766414,0.927041,0.492178,0.638463,0.602528,0.01426,0.671965,0.992895,0.435467,0.69151,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.4,0,?,?,?,1,0,0,0,0,0,1,0,0.507689,0.184298,0.035378,0.47825,0.598965,0.908749,0.57296,0.551341,0.752335,0.653911,0.706172,0.660898,0.150791,0.438368,0.938732,0.844453,0.519355,0.795385,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.705882,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.681117,0.232787,0,?,?,?,1,0,0,0,?,?,?,?,0.172449,0.634463,0.857341,0.844614,0.875796,0.533328,0.160979,0.237495,0.064028,0.441441,0.394736,0.934964,0.865059,0.68102,0.330769,0.97686,0.599073,0.506109,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,0,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.132395,0.437675,0.88225,0.96499,0.714238,0.118509,0.458585,0.095262,0.889982,0.64119,0.981997,0.228205,0.691118,0.207911,0.531803,0.280366,0.210004,0.438015,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.928571,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.787234,0.590164,0,?,?,?,0,1,0,0,?,?,?,?,0.899028,0.820019,0.839692,0.340989,0.186859,0.523498,0.97057,0.857071,0.068156,0.319578,0.970474,0.790121,0.157875,0.601277,0.080167,0.346464,0.598233,0.666377,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.823529,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.052918,0.224678,0.571006,0.593105,0.410372,0.005727,0.774673,0.429499,0.16753,0.072793,0.077719,0.247952,0.209612,0.266064,0.07461,0.334409,0.6567,0.428146,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.015957,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.245403,0.044783,0.151693,0.243146,0.931938,0.543893,0.405538,0.451379,0.453664,0.812873,0.980086,0.892852,0.255839,0.962168,0.767102,0.455995,0.996877,0.832977,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.399934,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.317258,0.644422,0.115817,0.234127,0.131891,0.817953,0.378889,0.010972,0.72186,0.954033,0.435462,0.343797,0.783783,0.31317,0.842515,0.726368,0.34212,0.621575,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.865574,0,?,?,?,1,0,0,0,0,0,0,1,0.401886,0.144461,0.359512,0.947161,0.942039,0.11917,0.345717,0.753548,0.8061,0.925424,0.651539,0.067036,0.513981,0.875973,0.803582,0.25325,0.894787,0.617566,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.865574,1,0,1,0,1,0,0,0,?,?,?,?,0.605597,0.423143,0.669902,0.35452,0.978295,0.090257,0.804193,0.872575,0.528099,0.017939,0.042396,0.861272,0.649307,0.067438,0.638563,0.703121,0.344716,0.411803,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.983607,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.801068,0.449289,0.572738,0.814378,0.475993,0.929344,0.540479,0.544628,0.381059,0.485429,0.838101,0.986983,0.808121,0.824205,0.306454,0.32821,0.381665,0.928763,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,1,0.655738,0,?,?,?,0,0,1,0,?,?,?,?,0.940247,0.316175,0.196626,0.050294,0.497713,0.263371,0.49212,0.768318,0.242475,0.140039,0.447045,0.994445,0.232361,0.739465,0.691618,0.278587,0.031893,0.116251,U
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.015957,0.865574,0.156148,0,1,0,1,0,0,0,?,?,?,?,0.500797,0.642545,0.446977,0.579874,0.261536,0.116211,0.456148,0.657488,0.478314,0.560544,0.539339,0.689279,0.513703,0.072448,0.670573,0.902951,0.645222,0.912746,3
0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,0,1,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.589963,0.647711,0.004803,0.353231,0.070533,0.401869,0.128152,0.453212,0.488744,0.453125,0.745478,0.845046,0.530911,0.28812,0.11577,0.48214,0.652991,0.550426,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361436,0.4,0.000205,?,?,?,1,0,0,0,?,?,?,?,0.408945,0.562349,0.503502,0.551664,0.87289,0.879574,0.941542,0.620437,0.808315,0.725397,0.824327,0.836016,0.387713,0.059267,0.804987,0.791051,0.241733,0.893147,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.255319,0.219672,0.125205,?,?,?,1,0,0,0,?,?,?,?,0.249836,0.805645,0.883249,0.377487,0.560888,0.05916,0.364022,0.724275,0.519023,0.844524,0.528229,0.004264,0.684937,0.182324,0.784186,0.075841,0.237515,0.962803,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.857143,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.175532,0.688525,0.25,?,?,?,1,0,0,0,?,?,?,?,0.679699,0.821156,0.02294,0.562471,0.543149,0.764058,0.940295,0.506852,0.874142,0.014665,0.013637,0.306433,0.457858,0.931459,0.172937,0.320514,0.870515,0.72765,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.468085,0.983607,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.739112,0.724593,0.65257,0.138022,0.168766,0.89566,0.888509,0.955482,0.528457,0.421717,0.049356,0.197681,0.017968,0.6403,0.334859,0.994808,0.740166,0.094003,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.725384,0.161321,0.556126,0.476691,0.217783,0.925011,0.358527,0.741722,0.69378,0.126558,0.950358,0.222377,0.918657,0.973124,0.843829,0.086346,0.483047,0.417628,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.776643,0.512287,0.691511,0.541253,0.826657,0.122299,0.14133,0.372162,0.408068,0.341725,0.805757,0.890199,0.430959,0.471206,0.546177,0.9652,0.066609,0.620915,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361436,0.983607,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.058323,0.915289,0.037618,0.80228,0.019801,0.955904,0.232529,0.706797,0.145591,0.579256,0.320252,0.947501,0.585876,0.657449,0.988957,0.177219,0.702969,0.632337,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.032787,0,?,?,?,1,0,0,0,?,?,?,?,0.867337,0.402839,0.39061,0.12352,0.052008,0.213625,0.953949,0.229314,0.381241,0.1155,0.297913,0.510555,0.784386,0.703633,0.497032,0.360774,0.462565,0.649737,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.056117,0.013115,0,?,?,?,1,0,0,0,?,?,?,?,0.603999,0.795415,0.586016,0.610591,0.317663,0.559866,0.533542,0.983132,0.834089,0.066793,0.2673,0.940994,0.668726,0.437826,0.632667,0.205231,0.334937,0.04065,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.122074,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.962851,0.15495,0.537744,0.59441,0.890414,0.613059,0.04668,0.383483,0.786703,0.120624,0.982447,0.123929,0.815592,0.151266,0.759179,0.37165,0.753669,0.231474,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361436,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.209795,0.501118,0.33011,0.526765,0.263761,0.454408,0.295325,0.973103,0.643671,0.211071,0.993255,0.593666,0.483523,0.188865,0.006772,0.058598,0.198319,0.981,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.122074,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.34588,0.853952,0.348094,0.129657,0.46435,0.33744,0.61318,0.479309,0.24447,0.583947,0.322422,0.956384,0.205804,0.938068,0.358802,0.977861,0.084696,0.089255,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.865574,0.156148,0,1,0,1,0,0,0,?,?,?,?,0.812839,0.300026,0.010988,0.019093,0.004309,0.411114,0.255095,0.453585,0.074684,0.263132,0.628468,0.327542,0.252999,0.40802,0.548395,0.794169,0.636,0.044144,3
