@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute survival {0,1}

@data
0.031461,0,0,1,1,?,0,0,0.015379,0,1,0,1
0.032584,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.033708,1,0,0,0,0.497361,0,0,0.054107,1,0,0,0
0.034831,1,0,0,1,?,0.125,0,0.28599,1,0,0,1
0.035955,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.037079,0,1,0,0,0.824076,0,0,0.020495,0,0,1,0
0.038202,1,0,0,0,0.346569,0.125,0,0.160387,1,0,0,0
0.039326,1,0,0,0,0.522493,0.125,0,0.101497,0,0,1,0
0.040449,0,0,1,0,?,0,0,0.01411,1,0,0,0
0.041573,0,0,1,0,0.258608,0,0,0.015713,0,0,1,0
0.042697,0,0,1,1,0.22091,0.25,0,0.035134,0,0,1,0
0.04382,0,0,1,1,0.170646,0.125,0,0.021942,1,0,0,1
0.044944,0,0,1,1,0.497361,0.125,0,0.018494,0,0,1,0
0.046067,0,1,0,1,0.334004,0.125,0,0.040989,0,0,1,1
0.047191,0,0,1,0,?,0,0,0.015412,1,0,0,0
0.048315,0,1,0,1,0.03242,0.125,0.333333,0.081157,1,0,0,1
0.049438,0,0,1,1,0.233476,0,0,0.015379,0,1,0,1
0.050562,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.051685,0,0,1,0,?,0.125,0,0.030254,0,1,0,0
0.052809,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.053933,0,0,1,0,?,0.25,0,0.042315,1,0,0,0
0.055056,0,0,1,1,0.22091,0.125,0,0.034743,0,0,1,0
0.05618,0,0,1,0,0.082684,0.5,0.166667,0.077465,0,0,1,0
0.057303,0,0,1,0,0.258608,0,0,0.015225,0,0,1,0
0.058427,1,0,0,1,0.610455,0.125,0,0.149765,1,0,0,1
0.059551,0,1,0,1,0.359135,0.125,0,0.050749,0,0,1,1
0.060674,1,0,0,0,0.81151,0,0.166667,0.120975,1,0,0,0
0.061798,1,0,0,0,?,0,0,0.069291,0,0,1,0
0.062921,0,1,0,1,0.258608,0,0,0.020495,0,0,1,1
0.064045,0,0,1,0,0.352852,0,0,0.01411,1,0,0,0
0.065169,0,1,0,1,0.057552,0.125,0.333333,0.054164,0,0,1,1
0.066292,0,0,1,0,0.132948,0.625,0.333333,0.091543,0,0,1,0
0.067416,0,0,1,0,0.271174,0,0,0.01411,1,0,0,0
0.068539,1,0,0,1,0.472229,0,0,0.15615,?,?,?,1
0.069663,1,0,0,0,0.560191,0.125,0,0.162932,0,0,1,0
0.070787,0,0,1,0,0.044986,0.375,0.333333,0.054457,0,0,1,0
0.07191,1,0,0,0,?,0,0,0.054107,1,0,0,0
0.073034,0,0,1,0,?,0.125,0.166667,0.029758,1,0,0,0
0.074157,0,1,0,1,0.359135,0,0,0.020495,0,0,1,1
0.075281,0,0,1,0,0.233476,0,0,0.015924,0,0,1,0
0.076404,0,0,1,1,0.208344,0.5,0.333333,0.015469,0,0,1,1
0.077528,0,0,1,0,0.321438,0.25,0,0.016908,0,0,1,0
0.078652,0,1,0,0,0.396833,0,0,0.020495,0,0,1,0
0.079775,0,0,1,1,0.195778,0.625,0.333333,0.091543,0,0,1,0
0.080899,0,1,0,0,0.258608,0,0,0.143462,0,0,1,0
0.082022,0,0,1,0,0.321438,0.125,0,0.028213,1,0,0,0
0.083146,0,0,1,0,0.396833,0,0,0.110272,0,0,1,0
0.08427,0,0,1,0,0.308872,0,0,0.014932,0,0,1,0
0.085393,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.086517,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.08764,0,1,0,0,0.005152,0,0.333333,0.056604,0,0,1,1
0.088764,0,0,1,1,0.371701,0,0,0.02435,0,0,1,0
0.089888,0,0,1,0,0.271174,0,0,0.017567,0,0,1,0
0.091011,0,0,1,0,0.359135,0,0,0.018543,0,0,1,0
0.092135,0,0,1,1,?,0,0,0.0152,0,1,0,1
0.093258,1,0,0,0,0.346569,0,0,0.091933,0,0,1,0
0.094382,0,1,0,1,0.208344,0,0,0.020495,0,0,1,1
0.095506,0,0,1,1,0.409399,0.375,0,0.030937,0,0,1,0
0.096629,0,0,1,0,0.195778,0.125,0.5,0.067096,0,0,1,0
0.097753,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.098876,1,0,0,1,0.28374,0.375,0.333333,0.513342,0,0,1,1
0.1,0,0,1,0,0.296306,0,0,0.015713,0,0,1,0
0.101124,0,0,1,0,0.359135,0,0,0.015713,0,0,1,0
0.102247,0,0,1,0,0.246042,0,0,0.01533,0,0,1,0
0.103371,1,0,0,0,0.572757,0.125,0,0.119406,0,0,1,0
0.104494,0,0,1,0,0.321438,0.125,0.333333,0.04016,0,0,1,0
0.105618,0,0,1,0,0.736115,0,0,0.014151,0,0,1,0
0.106742,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.107865,1,0,0,0,0.886906,0,0,0.06764,1,0,0,0
0.108989,1,0,0,0,0.28374,0,0.166667,0.123667,1,0,0,0
0.110112,0,1,0,1,0.421965,0,0.166667,0.044893,0,0,1,1
0.111236,0,1,0,0,0.421965,0.125,0,0.050749,0,0,1,0
0.11236,0,0,1,1,0.346569,0,0,0.015412,0,0,1,0
0.113483,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.114607,1,0,0,0,0.258608,0,0.166667,0.150855,0,0,1,0
0.11573,0,0,1,0,0.409399,0,0,0.016892,0,0,1,0
0.116854,0,0,1,0,0.459663,0.25,0,0.015469,0,0,1,0
0.117978,0,0,1,0,0.346569,0,0,0.015412,0,0,1,0
0.119101,0,0,1,1,0.258608,0,0,0.014932,0,0,1,0
0.120225,0,0,1,0,?,0,0,0.015176,0,0,1,0
0.121348,0,0,1,0,0.472229,0,0,0.015412,0,0,1,0
0.122472,0,0,1,1,?,0.125,0,0.047138,0,1,0,0
0.123596,1,0,0,0,0.585323,0,0,0.101497,0,0,1,0
0.124719,0,0,1,1,0.176929,0.125,0,0.028213,1,0,0,1
0.125843,0,0,1,0,0.271174,0,0,0.015713,0,0,1,0
0.126966,0,0,1,1,0.246042,0.125,0,0.019177,0,0,1,0
0.12809,0,0,1,1,0.208344,0,0,0.028221,1,0,0,1
0.129213,0,0,1,0,0.258608,0,0,0.015469,0,0,1,0
0.130337,0,0,1,0,0.880623,0,0,0.015127,0,1,0,0
0.131461,0,1,0,0,0.359135,0.125,0,0.040989,0,0,1,0
0.132584,1,0,0,0,0.296306,0,0.166667,0.483128,1,0,0,0
0.133708,0,0,1,1,0.019854,0.5,0.333333,0.061045,0,0,1,0
0.134831,0,1,0,0,0.258608,0.25,0,0.143462,0,0,1,0
0.135955,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.137079,0,1,0,0,0.403116,0.125,0,0.058694,1,0,0,0
0.138202,0,1,0,1,0.403116,0,0,0.025374,0,0,1,1
0.139326,1,0,0,0,0.673285,0,0.166667,0.150855,0,0,1,0
0.140449,0,0,1,0,0.145514,0.125,0,0.021942,1,0,0,0
0.141573,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.142697,0,0,1,0,0.296306,0,0,0.01394,0,0,1,0
0.14382,0,0,1,1,?,0.125,0.166667,0.04364,1,0,0,1
0.144944,0,0,1,0,0.560191,0,0,0.013614,0,0,1,0
0.146067,0,0,1,0,0.409399,0,0,0.015412,1,0,0,0
0.147191,0,0,1,0,0.246042,0,0,0.013761,0,0,1,0
0.148315,0,0,1,1,0.585323,0.125,0,0.028302,0,0,1,0
0.149438,0,1,0,1,0.359135,0.125,0,0.050749,0,0,1,1
0.150562,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0
0.151685,0,1,0,0,0.28374,0,0,0.029367,1,0,0,0
0.152809,1,0,0,1,0.233476,0,0.333333,0.051302,0,0,1,1
0.153933,1,0,0,0,0.459663,0.125,0,0.103644,0,0,1,0
0.155056,0,0,1,0,0.195778,0,0,0.01799,0,0,1,0
0.15618,1,0,0,0,0.296306,0,0,0.154588,1,0,0,0
0.157303,0,0,1,1,?,0,0.333333,0.029758,1,0,0,1
0.158427,0,0,1,1,0.271174,0,0,0.015127,0,0,1,0
0.159551,0,0,1,1,0.296306,0.125,0,0.030937,0,0,1,1
0.160674,0,0,1,0,0.233476,0,0,0.013175,0,1,0,0
0.161798,0,1,0,0,0.22091,0,0,0.022447,0,0,1,0
0.162921,0,1,0,0,0.233476,0.125,0.166667,0.071731,0,0,1,0
0.164045,0,0,1,0,0.334004,0,0,0.015216,0,0,1,0
0.165169,0,0,1,1,0.107816,0.25,0.333333,0.067096,0,0,1,0
0.166292,0,1,0,0,0.45338,0,0.333333,0.050749,0,0,1,0
0.167416,0,1,0,0,0.522493,0,0,0.025374,0,0,1,0
0.168539,0,1,0,0,0.635587,0,0,0.024447,0,0,1,0
0.169663,1,0,0,1,0.271174,0.125,0,0.129995,0,0,1,1
0.170787,0,0,1,0,0.692134,0,0,0.015713,0,0,1,0
0.17191,0,0,1,0,0.503644,0,0.333333,0.028302,0,0,1,0
0.173034,0,0,1,0,?,0,0,0.014273,0,0,1,0
0.174157,1,0,0,0,0.635587,0,0.166667,0.119804,1,0,0,0
0.175281,0,0,1,1,0.195778,0,0,0.015094,0,1,0,1
0.176404,0,0,1,0,0.371701,0,0,0.015713,0,0,1,0
0.177528,0,0,1,0,?,0,0,0.016908,0,0,1,0
0.178652,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0
0.179775,0,0,1,0,0.547625,0,0.166667,0.031425,0,0,1,0
0.180899,0,1,0,1,0.497361,0,0,0.030742,0,0,1,1
0.182022,0,0,1,0,0.321438,0,0,0.015176,0,0,1,0
0.183146,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0
0.18427,0,0,1,0,0.007288,0.5,0.166667,0.077465,0,0,1,0
0.185393,0,0,1,0,0.107816,0,0.333333,0.040062,0,0,1,1
0.186517,1,0,0,1,?,0,0.166667,0.107353,0,0,1,1
0.18764,0,0,1,1,0.560191,0.125,0.666667,0.054457,0,0,1,0
0.188764,1,0,0,0,?,0,0,0.050602,0,0,1,0
0.189888,0,0,1,0,0.346569,0,0,0.110272,0,0,1,0
0.191011,1,0,0,0,0.761247,0,0,0.065388,0,0,1,0
0.192135,0,0,1,0,0.044986,0.5,0.166667,0.056848,0,1,0,0
0.193258,0,0,1,1,0.007288,0.125,0.166667,0.021731,0,0,1,1
0.194382,0,0,1,0,0.258608,0,0,0.015469,0,0,1,0
0.195506,1,0,0,0,0.698417,0,0,0.059914,1,0,0,0
0.196629,0,0,1,0,0.22091,0.125,0.166667,0.01533,0,0,1,0
0.197753,0,0,1,0,?,0.375,0.166667,0.049708,0,0,1,0
0.198876,1,0,0,1,0.623021,0,0,0.056043,1,0,0,1
0.2,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0
0.201124,0,0,1,0,0.447097,0,0,0,0,0,1,0
0.202247,0,0,1,1,?,1,0.333333,0.135753,0,0,1,0
0.203371,0,1,0,0,?,0,0,0.029376,1,0,0,0
0.204494,0,0,1,0,0.107816,0.5,0.333333,0.061264,0,0,1,0
0.205618,0,1,0,0,0.007288,0.25,0.166667,0.076123,0,0,1,0
0.206742,0,0,1,1,0.044986,0,0.333333,0.04299,0,0,1,1
0.207865,1,0,0,0,?,0,0,0.097594,0,0,1,0
0.208989,0,0,1,1,?,0.125,0,0.030254,0,1,0,1
0.210112,1,0,0,0,0.560191,0,0,0.051822,0,0,1,1
0.211236,0,0,1,0,0.497361,0.125,0.166667,0.030254,0,1,0,0
0.21236,0,0,1,0,0.447097,0,0,0.015412,0,0,1,0
0.213483,0,1,0,1,0.396833,0,0,0.025374,0,0,1,1
0.214607,0,1,0,0,0.233476,0,0,0.025374,0,0,1,0
0.21573,0,0,1,1,0.233476,0.125,0,0.01533,0,0,1,1
0.216854,0,1,0,0,0.03242,0.125,0.166667,0.050749,0,0,1,1
0.217978,1,0,0,1,0.547625,0,0,0.054107,1,0,0,1
0.219101,1,0,0,1,0.723549,0,0,0.28599,1,0,0,1
0.220225,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.221348,0,0,1,0,0.522493,0,0.166667,0.016404,0,0,1,0
0.222472,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.223596,0,1,0,1,0.296306,0,0,0.025374,0,0,1,1
0.224719,0,0,1,0,0.346569,0,0,0.018543,0,0,1,0
0.225843,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0
0.226966,0,0,1,0,0.421965,0,0,0.012679,0,0,1,0
0.22809,0,0,1,0,0.566474,0,0,0.014102,1,0,0,0
0.229213,0,0,1,0,0.22091,0,0,0.015713,0,0,1,0
0.230337,0,0,1,1,0.019854,0,0.166667,0.020421,0,0,1,1
0.231461,0,0,1,0,0.396833,0.125,0,0.030937,0,0,1,0
0.232584,0,0,1,0,0.321438,0,0,0.036671,1,0,0,0
0.233708,0,0,1,1,0.195778,0,0,0.015127,0,1,0,1
0.234831,1,0,0,0,0.497361,0,0,0.060508,1,0,0,0
0.235955,0,0,1,0,0.296306,0,0,0.013761,0,0,1,0
0.237079,0,1,0,1,0.434531,0,0,0.040989,0,0,1,1
0.238202,0,0,1,0,0.271174,0,0,0.014151,0,0,1,0
0.239326,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0
0.240449,0,0,1,0,?,0.125,0,0.015127,0,1,0,0
0.241573,1,0,0,1,0.384267,0.125,0,0.221098,1,0,0,1
0.242697,0,0,1,1,0.334004,0,0,0.015469,0,0,1,0
0.24382,0,1,0,0,0.522493,0.125,0,0.0527,0,0,1,0
0.244944,1,0,0,1,0.396833,0,0,0.148911,1,0,0,1
0.246067,0,1,0,0,0.371701,0,0,0.020495,0,0,1,0
0.247191,0,0,1,0,0.195778,0,0,0.015713,0,0,1,0
0.248315,0,1,0,0,0.334004,0,0,0.025374,0,0,1,0
0.249438,0,0,1,0,0.635587,0,0,0.015713,0,0,1,0
0.250562,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.251685,1,0,0,0,0.472229,0.125,0,0.175668,0,0,1,1
0.252809,0,0,1,0,0.271174,0,0,0.01825,0,0,1,0
0.253933,0,1,0,0,0.233476,0,0,0.020495,0,0,1,0
0.255056,0,0,1,0,0.252325,0,0,0.014151,0,0,1,0
0.25618,0,1,0,0,0.22091,0,0,0.025374,0,0,1,0
0.257303,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0
0.258427,1,0,0,1,0.434531,0.125,0,0.162932,0,0,1,1
0.259551,0,0,1,0,0.359135,0,0,0.015176,0,0,1,0
0.260674,0,1,0,0,0.736115,0,0,0.02635,0,0,1,0
0.261798,0,0,1,1,0.057552,0.5,0.333333,0.061264,0,0,1,0
0.262921,0,1,0,0,0.296306,0,0,0.020495,0,0,1,0
0.264045,0,0,1,1,?,0,0,0.014737,0,0,1,0
0.265169,0,1,0,0,0.547625,0.125,0,0.050749,0,0,1,0
0.266292,0,1,0,1,0.09525,0,0.333333,0.051237,0,0,1,1
0.267416,0,1,0,0,0.233476,0,0,0.020495,0,0,1,0
0.268539,0,1,0,0,0.409399,0,0,0.023959,0,0,1,0
0.269663,0,0,1,1,?,0.125,0,0.028213,1,0,0,1
0.270787,0,0,1,1,?,0.125,0,0.030254,0,1,0,1
0.27191,0,1,0,0,0.359135,0,0,0.020495,0,0,1,0
0.273034,0,0,1,0,0.271174,0,0,0.013907,0,0,1,0
0.274157,0,0,1,0,0.371701,0,0,0.014102,1,0,0,0
0.275281,1,0,0,0,0.547625,0.25,0,0.175668,0,1,0,0
0.276404,0,0,1,1,0.308872,0,0,0.015176,0,0,1,0
0.277528,0,1,0,1,0.296306,0,0.333333,0.028302,0,0,1,1
0.278652,1,0,0,0,0.459663,0.125,0.166667,0.102579,0,0,1,1
0.279775,0,1,0,0,0.673285,0.125,0,0.050749,0,0,1,0
0.280899,0,0,1,0,?,0,0,0.014151,0,0,1,0
0.282022,0,0,1,1,0.359135,0.125,0.166667,0.020421,0,0,1,1
0.283146,1,0,0,0,0.773813,0,0,0.051822,0,0,1,0
0.28427,0,0,1,0,0.371701,0.125,0,0.031425,0,0,1,0
0.285393,0,0,1,1,0.509927,0,0.333333,0.039452,0,0,1,0
0.286517,0,0,1,1,0.359135,0,0.333333,0.029758,1,0,0,1
0.28764,1,0,0,1,?,0,0,0.154588,1,0,0,1
0.288764,1,0,0,1,0.371701,0,0,0.168837,0,0,1,1
0.289888,1,0,0,1,0.434531,0,0,1,1,0,0,1
0.291011,0,1,0,1,0.623021,0,0.166667,0.050749,0,0,1,1
0.292135,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.293258,0,0,1,0,0.03242,0.5,0.333333,0.061264,0,0,1,0
0.294382,1,0,0,0,0.648153,0.125,0.166667,0.155466,0,0,1,0
0.295506,1,0,0,0,0.497361,0,0,0,0,0,1,0
0.296629,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.297753,0,1,0,0,0.447097,0,0,0.020495,0,0,1,0
0.298876,0,0,1,0,0.195778,0.5,0.166667,0.077465,0,0,1,0
0.3,0,0,1,0,0.308872,0.125,0,0.015176,0,0,1,0
0.301124,1,0,0,1,0.723549,0,0.166667,0.299539,0,0,1,1
0.302247,1,0,0,1,0.434531,0,0,0.264739,0,0,1,1
0.303371,1,0,0,0,?,0,0,0.060508,0,0,1,0
0.304494,0,0,1,0,0.308872,0,0,0,0,0,1,0
0.305618,0,1,0,1,0.509927,0,0.166667,0.038061,0,0,1,1
0.306742,1,0,0,0,0.459663,0,0.166667,0.057971,1,0,0,1
0.307865,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.308989,1,0,0,1,0.786378,0.125,0,0.152164,0,0,1,1
0.310112,0,0,1,1,0.560191,0,0,0.015127,0,0,1,0
0.311236,0,1,0,0,?,0,0,0,0,0,1,0
0.31236,0,0,1,0,0.082684,0.5,0.166667,0.056848,0,1,0,0
0.313483,0,0,1,1,0.434531,0.125,0.166667,0.039525,0,0,1,1
0.314607,0,0,1,0,0.81151,0,0,0.015127,0,1,0,0
0.31573,0,0,1,0,0.346569,0,0,0.01533,0,0,1,0
0.316854,0,0,1,0,0.195778,0,0,0.018543,0,0,1,0
0.317978,0,0,1,0,0.233476,0,0,0.015713,0,0,1,0
0.319101,1,0,0,0,?,0,0,0.050749,0,0,1,0
0.320225,0,0,1,0,0.409399,0,0,0.016908,1,0,0,0
0.321348,0,0,1,0,0.371701,0,0,0.018543,0,0,1,0
0.322472,0,0,1,0,0.271174,0,0,0.015412,0,0,1,0
0.323596,0,1,0,0,0.522493,0,0,0.025374,0,0,1,0
0.324719,0,0,1,1,0.271174,0,0,0.015127,0,1,0,1
0.325843,1,0,0,1,0.321438,0,0,0.153905,0,0,1,1
0.326966,1,0,0,1,0.233476,0.125,0,0.177775,1,0,0,1
0.32809,0,1,0,0,0.447097,0,0,0.02513,1,0,0,0
0.329213,0,0,1,1,0.296306,0,0,0.017274,0,0,1,0
0.330337,0,0,1,0,0.296306,0,0,0.015412,0,0,1,0
0.331461,1,0,0,0,?,0,0,0.054107,1,0,0,1
0.332584,0,0,1,0,0.290023,0,0,0.01411,1,0,0,0
0.333708,1,0,0,1,0.019854,0.125,0.333333,0.295806,0,0,1,1
0.334831,1,0,0,0,?,0,0,0.059532,0,0,1,1
0.335955,1,0,0,1,0.623021,0,0.166667,0.483128,1,0,0,1
0.337079,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.338202,0,0,1,0,?,0.25,0,0.045381,0,1,0,0
0.339326,0,0,1,0,0.233476,0,0,0,0,0,1,0
0.340449,0,1,0,1,?,0,0,0.024106,0,1,0,1
0.341573,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.342697,1,0,0,0,0.006283,0.125,0.333333,0.295806,0,0,1,1
0.34382,1,0,0,1,?,0,0,0.21643,1,0,0,1
0.344944,1,0,0,1,0.208344,0.125,0,0.212559,1,0,0,1
0.346067,0,1,0,0,0.371701,0.125,0,0.046845,1,0,0,0
0.347191,1,0,0,1,0.371701,0,0,0.111118,1,0,0,1
0.348315,1,0,0,1,0.296306,0,0,0.162314,1,0,0,1
0.349438,1,0,0,1,0.22091,0.25,0.333333,0.512122,1,0,0,1
0.350562,0,1,0,1,0.321438,0.125,0.166667,0.050749,0,0,1,1
0.351685,0,0,1,0,0.346569,0,0,0.015412,0,0,1,0
0.352809,0,1,0,0,0.535059,0.125,0.166667,0.051237,0,0,1,0
0.353933,0,0,1,1,0.321438,0,0,0.01533,0,0,1,0
0.355056,0,1,0,1,0.296306,0.125,0,0.050749,0,0,1,1
0.35618,0,1,0,0,0.673285,0,0,0.027326,0,0,1,0
0.357303,1,0,0,1,0.384267,0,0.333333,0.321798,0,0,1,1
0.358427,1,0,0,1,0.497361,0.125,0.166667,0.262527,1,0,0,1
0.359551,0,0,1,0,0.271174,0,0,0.014151,0,0,1,0
0.360674,0,0,1,0,0.334004,0,0,0.015412,0,0,1,0
0.361798,0,1,0,1,0.371701,0,0,0.024106,0,1,0,1
0.362921,0,1,0,1,0.271174,0.125,0.166667,0.056604,0,0,1,1
0.364045,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0
0.365169,1,0,0,1,0.447097,0,0,0.264739,1,0,0,1
0.366292,0,0,1,0,0.761247,0,0,0.012175,0,0,1,0
0.367416,0,1,0,1,0.447097,0,0,0.025374,0,0,1,1
0.368539,0,0,1,1,0.384267,0.125,0.166667,0.040062,0,0,1,1
0.369663,1,0,0,1,0.195778,0,0.166667,0.113168,1,0,0,1
0.370787,0,0,1,1,?,0.25,0,0.045381,0,1,0,1
0.37191,1,0,0,0,0.566474,0,0,0.055628,0,0,1,1
0.373034,1,0,0,0,0.472229,0,0.166667,0.299539,0,0,1,0
0.374157,0,0,1,0,0.195778,0.25,0,0.035134,0,0,1,0
0.375281,1,0,0,1,?,0.125,0,0.260867,0,0,1,1
0.376404,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.377528,1,0,0,0,0.359135,0.125,0,0.129995,0,0,1,0
0.378652,1,0,0,1,0.509927,0,0,0.262527,1,0,0,1
0.379775,0,0,1,0,0.560191,0,0,0.015713,0,0,1,0
0.380899,1,0,0,0,0.560191,0,0,0.069291,0,0,1,0
0.382022,0,1,0,0,0.019854,0.125,0.166667,0.050749,0,0,1,1
0.383146,1,0,0,1,0.296306,0.375,0.333333,0.513342,0,0,1,1
0.38427,0,1,0,0,0.346569,0,0,0.025374,0,0,1,0
0.385393,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0
0.386517,0,1,0,0,0.447097,0,0,0.025374,0,0,1,0
0.38764,0,1,0,1,0.296306,0,0,0.025374,0,0,1,1
0.388764,0,1,0,1,0.497361,0,0,0.025374,0,0,1,1
0.389888,0,0,1,1,?,0.125,0,0.031425,0,0,1,1
0.391011,0,0,1,0,0.03242,0.125,0.166667,0.031035,0,0,1,1
0.392135,0,0,1,0,0.522493,0,0,0.016908,0,0,1,0
0.393258,0,0,1,0,0.28374,0,0,0.018006,0,0,1,0
0.394382,1,0,0,0,?,0,0,0.068315,0,0,1,0
0.395506,0,0,1,0,0.183212,0.125,0.166667,0.01411,1,0,0,0
0.396629,0,0,1,0,0.308872,0.125,0,0.034743,0,0,1,0
0.397753,0,0,1,0,?,0,0,0.014102,1,0,0,0
0.398876,0,0,1,0,0.346569,0,0,0.018543,0,0,1,0
0.4,1,0,0,1,0.271174,0,0.166667,0.107353,0,0,1,1
0.401124,0,1,0,1,0.472229,0,0,0.025374,0,0,1,1
0.402247,0,0,1,1,?,0,0,0.015379,0,1,0,1
0.403371,0,0,1,1,?,0,0,0.015379,0,1,0,1
0.404494,0,0,1,0,0.497361,0.125,0.666667,0.054457,0,0,1,0
0.405618,0,1,0,0,0.359135,0.125,0,0.054107,1,0,0,0
0.406742,0,0,1,1,0.560191,0,0.166667,0.028213,1,0,0,1
0.407865,0,0,1,0,0.434531,0,0,0.013761,0,0,1,0
0.408989,0,0,1,0,?,0.125,0,0.030254,0,1,0,0
0.410112,0,0,1,0,0.371701,0,0,0.014151,0,0,1,0
0.411236,1,0,0,1,0.748681,0.125,0,0.146878,1,0,0,1
0.41236,0,0,1,1,?,0,0,0.01411,1,0,0,1
0.413483,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.414607,1,0,0,1,0.296306,0,0,0.135265,1,0,0,1
0.41573,1,0,0,0,0.308872,0.125,0,0.108215,1,0,0,1
0.416854,0,0,1,0,0.22091,0.125,0,0.012679,0,0,1,0
0.417978,0,0,1,0,0.233476,0,0,0.015713,0,0,1,0
0.419101,1,0,0,0,0.271174,0,0,0.264739,1,0,0,0
0.420225,0,0,1,1,0.03242,0.375,0.166667,0.041136,0,0,1,0
0.421348,1,0,0,1,?,0.125,0,0.160387,1,0,0,1
0.422472,0,0,1,1,0.271174,0,0,0.014151,0,0,1,0
0.423596,1,0,0,0,0.334004,0,0.333333,0.412821,1,0,0,0
