@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute survival {0,1}

@data
0.034831,1,0,0,1,?,0.125,0,0.28599,1,0,0,0.329375,0.039533,0.97768,1
0.035955,0,0,1,1,?,0,0,0.015127,0,1,0,0.043498,0.248087,0.285264,1
0.037079,0,1,0,0,0.824076,0,0,0.020495,0,0,1,0.326826,0.480385,0.623541,0
0.038202,1,0,0,0,0.346569,0.125,0,0.160387,1,0,0,0.647717,0.275582,0.105995,0
0.039326,1,0,0,0,0.522493,0.125,0,0.101497,0,0,1,0.831173,0.19401,0.231753,0
0.040449,0,0,1,0,?,0,0,0.01411,1,0,0,0.392205,0.615174,0.619133,1
0.041573,0,0,1,0,0.258608,0,0,0.015713,0,0,1,0.58949,0.422616,0.045154,0
0.042697,0,0,1,1,0.22091,0.25,0,0.035134,0,0,1,0.3358,0.014587,0.689105,0
0.04382,0,0,1,1,0.170646,0.125,0,0.021942,1,0,0,0.597491,0.442193,0.35235,1
0.044944,0,0,1,1,0.497361,0.125,0,0.018494,0,0,1,0.517187,0.780157,0.23556,0
0.046067,0,1,0,1,0.334004,0.125,0,0.040989,0,0,1,0.585552,0.124174,0.511186,0
0.047191,0,0,1,0,?,0,0,0.015412,1,0,0,0.725273,0.509085,0.406326,0
0.048315,0,1,0,1,0.03242,0.125,0.333333,0.081157,1,0,0,0.945907,0.596334,0.467476,1
0.049438,0,0,1,1,0.233476,0,0,0.015379,0,1,0,0.078795,0.921709,0.211753,1
0.050562,0,0,1,0,?,0,0,0.015713,0,0,1,0.02525,0.452992,0.858658,0
0.051685,0,0,1,0,?,0.125,0,0.030254,0,1,0,0.650194,0.41436,0.173984,0
0.052809,0,0,1,1,?,0,0,0.015127,0,1,0,0.205393,0.773776,0.5597,1
0.053933,0,0,1,0,?,0.25,0,0.042315,1,0,0,0.700081,0.296786,0.866352,0
0.055056,0,0,1,1,0.22091,0.125,0,0.034743,0,0,1,0.133433,0.75127,0.409453,0
0.05618,0,0,1,0,0.082684,0.5,0.166667,0.077465,0,0,1,0.712306,0.273509,0.122309,0
0.057303,0,0,1,0,0.258608,0,0,0.015225,0,0,1,0.729757,0.880701,0.034317,0
0.058427,1,0,0,1,0.610455,0.125,0,0.149765,1,0,0,0.121929,0.41655,0.887888,1
0.059551,0,1,0,1,0.359135,0.125,0,0.050749,0,0,1,0.694197,0.543622,0.206492,1
0.060674,1,0,0,0,0.81151,0,0.166667,0.120975,1,0,0,0.929686,0.857905,0.869186,0
0.061798,1,0,0,0,?,0,0,0.069291,0,0,1,0.504234,0.021063,0.189555,1
0.062921,0,1,0,1,0.258608,0,0,0.020495,0,0,1,0.801822,0.513648,0.213463,1
0.064045,0,0,1,0,0.352852,0,0,0.01411,1,0,0,0.820132,0.832745,0.547305,0
0.065169,0,1,0,1,0.057552,0.125,0.333333,0.054164,0,0,1,0.502609,0.006389,0.87025,1
0.066292,0,0,1,0,0.132948,0.625,0.333333,0.091543,0,0,1,0.60545,0.135099,0.044844,0
0.067416,0,0,1,0,0.271174,0,0,0.01411,1,0,0,0.82219,0.357439,0.152943,0
0.068539,1,0,0,1,0.472229,0,0,0.15615,?,?,?,0.572117,0.273836,0.535205,1
0.069663,1,0,0,0,0.560191,0.125,0,0.162932,0,0,1,0.50249,0.112097,0.491567,0
0.070787,0,0,1,0,0.044986,0.375,0.333333,0.054457,0,0,1,0.061123,0.512673,0.191165,0
0.07191,1,0,0,0,?,0,0,0.054107,1,0,0,0.971334,0.088058,0.797979,0
0.073034,0,0,1,0,?,0.125,0.166667,0.029758,1,0,0,0.576127,0.219166,0.56061,1
0.074157,0,1,0,1,0.359135,0,0,0.020495,0,0,1,0.146234,0.504429,0.104402,1
0.075281,0,0,1,0,0.233476,0,0,0.015924,0,0,1,0.660732,0.136236,0.754298,0
0.076404,0,0,1,1,0.208344,0.5,0.333333,0.015469,0,0,1,0.825762,0.573177,0.767801,1
0.077528,0,0,1,0,0.321438,0.25,0,0.016908,0,0,1,0.02275,0.793199,0.536227,0
0.078652,0,1,0,0,0.396833,0,0,0.020495,0,0,1,0.643525,0.791087,0.123696,0
0.079775,0,0,1,1,0.195778,0.625,0.333333,0.091543,0,0,1,0.992029,0.08654,0.207229,0
0.080899,0,1,0,0,0.258608,0,0,0.143462,0,0,1,0.59733,0.8431,0.825208,0
0.082022,0,0,1,0,0.321438,0.125,0,0.028213,1,0,0,0.893152,0.796313,0.339674,0
0.083146,0,0,1,0,0.396833,0,0,0.110272,0,0,1,0.398483,0.76123,0.502655,1
0.08427,0,0,1,0,0.308872,0,0,0.014932,0,0,1,0.420645,0.491296,0.632313,0
0.085393,0,0,1,0,?,0,0,0.015412,0,0,1,0.411904,0.43034,0.846375,0
0.086517,0,0,1,0,?,0,0,0.015713,0,0,1,0.93195,0.341632,0.26576,0
0.08764,0,1,0,0,0.005152,0,0.333333,0.056604,0,0,1,0.609895,0.705651,0.755454,1
0.088764,0,0,1,1,0.371701,0,0,0.02435,0,0,1,0.891187,0.712781,0.116717,1
0.089888,0,0,1,0,0.271174,0,0,0.017567,0,0,1,0.55834,0.929068,0.047024,0
0.091011,0,0,1,0,0.359135,0,0,0.018543,0,0,1,0.782982,0.704678,0.358022,1
0.092135,0,0,1,1,?,0,0,0.0152,0,1,0,0.045578,0.983554,0.10837,1
0.093258,1,0,0,0,0.346569,0,0,0.091933,0,0,1,0.308084,0.654999,0.266491,0
0.094382,0,1,0,1,0.208344,0,0,0.020495,0,0,1,0.087372,0.797849,0.255215,1
0.095506,0,0,1,1,0.409399,0.375,0,0.030937,0,0,1,0.818229,0.909495,0.275236,1
0.096629,0,0,1,0,0.195778,0.125,0.5,0.067096,0,0,1,0.966708,0.357873,0.876707,0
0.097753,0,0,1,0,?,0,0,0.015713,0,0,1,0.853092,0.22428,0.345088,0
0.098876,1,0,0,1,0.28374,0.375,0.333333,0.513342,0,0,1,0.949609,0.355824,0.377458,1
0.1,0,0,1,0,0.296306,0,0,0.015713,0,0,1,0.523126,0.087584,0.853545,0
0.101124,0,0,1,0,0.359135,0,0,0.015713,0,0,1,0.846842,0.032194,0.630741,0
0.102247,0,0,1,0,0.246042,0,0,0.01533,0,0,1,0.913749,0.099306,0.281411,0
0.103371,1,0,0,0,0.572757,0.125,0,0.119406,0,0,1,0.640125,0.068011,0.030031,0
0.104494,0,0,1,0,0.321438,0.125,0.333333,0.04016,0,0,1,0.853272,0.627457,0.748419,0
0.105618,0,0,1,0,0.736115,0,0,0.014151,0,0,1,0.66808,0.45225,0.148427,0
0.106742,0,0,1,0,?,0,0,0.015713,0,0,1,0.333179,0.057353,0.750498,0
0.107865,1,0,0,0,0.886906,0,0,0.06764,1,0,0,0.064208,0.57966,0.601357,0
0.108989,1,0,0,0,0.28374,0,0.166667,0.123667,1,0,0,0.748063,0.582776,0.483095,1
0.110112,0,1,0,1,0.421965,0,0.166667,0.044893,0,0,1,0.183246,0.783576,0.555995,1
0.111236,0,1,0,0,0.421965,0.125,0,0.050749,0,0,1,0.446576,0.16312,0.706681,0
0.11236,0,0,1,1,0.346569,0,0,0.015412,0,0,1,0.054674,0.542596,0.773957,0
0.113483,0,0,1,0,?,0,0,0.015412,0,0,1,0.976015,0.726023,0.891262,0
0.114607,1,0,0,0,0.258608,0,0.166667,0.150855,0,0,1,0.60818,0.544298,0.429567,0
0.11573,0,0,1,0,0.409399,0,0,0.016892,0,0,1,0.843276,0.154822,0.144589,0
0.116854,0,0,1,0,0.459663,0.25,0,0.015469,0,0,1,0.655692,0.07825,0.765971,0
0.117978,0,0,1,0,0.346569,0,0,0.015412,0,0,1,0.694568,0.022328,0.321618,0
0.119101,0,0,1,1,0.258608,0,0,0.014932,0,0,1,0.752153,0.158157,0.971795,1
0.120225,0,0,1,0,?,0,0,0.015176,0,0,1,0.985744,0.35932,0.477612,1
0.121348,0,0,1,0,0.472229,0,0,0.015412,0,0,1,0.941399,0.742572,0.252416,0
0.122472,0,0,1,1,?,0.125,0,0.047138,0,1,0,0.533891,0.154526,0.0706,1
0.123596,1,0,0,0,0.585323,0,0,0.101497,0,0,1,0.607141,0.197771,0.687071,0
0.124719,0,0,1,1,0.176929,0.125,0,0.028213,1,0,0,0.727936,0.433846,0.75645,0
0.125843,0,0,1,0,0.271174,0,0,0.015713,0,0,1,0.759668,0.097304,0.095303,0
0.126966,0,0,1,1,0.246042,0.125,0,0.019177,0,0,1,0.659765,0.055703,0.326929,0
0.12809,0,0,1,1,0.208344,0,0,0.028221,1,0,0,0.898112,0.811733,0.257179,0
0.129213,0,0,1,0,0.258608,0,0,0.015469,0,0,1,0.405346,0.166483,0.002125,0
0.130337,0,0,1,0,0.880623,0,0,0.015127,0,1,0,0.382189,0.450069,0.649423,0
0.131461,0,1,0,0,0.359135,0.125,0,0.040989,0,0,1,0.134822,0.199465,0.447777,0
0.132584,1,0,0,0,0.296306,0,0.166667,0.483128,1,0,0,0.046697,0.271581,0.566337,0
0.133708,0,0,1,1,0.019854,0.5,0.333333,0.061045,0,0,1,0.51773,0.470862,0.19836,0
0.134831,0,1,0,0,0.258608,0.25,0,0.143462,0,0,1,0.601601,0.002505,0.517072,0
0.135955,0,0,1,0,?,0,0,0.015713,0,0,1,0.980469,0.660814,0.641221,0
0.137079,0,1,0,0,0.403116,0.125,0,0.058694,1,0,0,0.419546,0.735743,0.040387,0
0.138202,0,1,0,1,0.403116,0,0,0.025374,0,0,1,0.092828,0.582618,0.977463,1
0.139326,1,0,0,0,0.673285,0,0.166667,0.150855,0,0,1,0.344751,0.541185,0.200164,0
0.140449,0,0,1,0,0.145514,0.125,0,0.021942,1,0,0,0.643567,0.692006,0.103304,1
0.141573,0,0,1,0,?,0,0,0.015127,0,1,0,0.62038,0.207509,0.649481,0
0.142697,0,0,1,0,0.296306,0,0,0.01394,0,0,1,0.605595,0.30596,0.74188,1
0.14382,0,0,1,1,?,0.125,0.166667,0.04364,1,0,0,0.368199,0.920317,0.142129,1
0.144944,0,0,1,0,0.560191,0,0,0.013614,0,0,1,0.092432,0.757931,0.350389,0
0.146067,0,0,1,0,0.409399,0,0,0.015412,1,0,0,0.941172,0.262659,0.076905,0
0.147191,0,0,1,0,0.246042,0,0,0.013761,0,0,1,0.832277,0.968279,0.890325,0
0.148315,0,0,1,1,0.585323,0.125,0,0.028302,0,0,1,0.067922,0.918208,0.164706,0
0.149438,0,1,0,1,0.359135,0.125,0,0.050749,0,0,1,0.506009,0.644503,0.898633,1
0.150562,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0.913122,0.4398,0.678764,0
0.151685,0,1,0,0,0.28374,0,0,0.029367,1,0,0,0.242347,0.519059,0.962915,0
0.152809,1,0,0,1,0.233476,0,0.333333,0.051302,0,0,1,0.869743,0.60128,0.286163,1
0.153933,1,0,0,0,0.459663,0.125,0,0.103644,0,0,1,0.478064,0.391274,0.572284,0
0.155056,0,0,1,0,0.195778,0,0,0.01799,0,0,1,0.191995,0.222566,0.950095,0
0.15618,1,0,0,0,0.296306,0,0,0.154588,1,0,0,0.47367,0.956383,0.883994,0
0.157303,0,0,1,1,?,0,0.333333,0.029758,1,0,0,0.070334,0.099867,0.357676,0
0.158427,0,0,1,1,0.271174,0,0,0.015127,0,0,1,0.834975,0.405874,0.571152,1
0.159551,0,0,1,1,0.296306,0.125,0,0.030937,0,0,1,0.775113,0.297747,0.272495,1
0.160674,0,0,1,0,0.233476,0,0,0.013175,0,1,0,0.097425,0.980208,0.064319,0
0.161798,0,1,0,0,0.22091,0,0,0.022447,0,0,1,0.37068,0.68936,0.873564,0
0.162921,0,1,0,0,0.233476,0.125,0.166667,0.071731,0,0,1,0.561258,0.193139,0.994968,0
0.164045,0,0,1,0,0.334004,0,0,0.015216,0,0,1,0.778737,0.247016,0.746725,1
0.165169,0,0,1,1,0.107816,0.25,0.333333,0.067096,0,0,1,0.259152,0.456084,0.926073,0
0.166292,0,1,0,0,0.45338,0,0.333333,0.050749,0,0,1,0.684778,0.27819,0.698747,0
0.167416,0,1,0,0,0.522493,0,0,0.025374,0,0,1,0.941185,0.675686,0.808487,0
0.168539,0,1,0,0,0.635587,0,0,0.024447,0,0,1,0.704749,0.02234,0.910781,0
0.169663,1,0,0,1,0.271174,0.125,0,0.129995,0,0,1,0.880988,0.926371,0.434647,1
0.170787,0,0,1,0,0.692134,0,0,0.015713,0,0,1,0.115834,0.830969,0.313252,0
0.17191,0,0,1,0,0.503644,0,0.333333,0.028302,0,0,1,0.857867,0.095402,0.236085,0
0.173034,0,0,1,0,?,0,0,0.014273,0,0,1,0.29452,0.466254,0.109766,0
0.174157,1,0,0,0,0.635587,0,0.166667,0.119804,1,0,0,0.927464,0.028047,0.460406,0
0.175281,0,0,1,1,0.195778,0,0,0.015094,0,1,0,0.270606,0.900575,0.498789,1
0.176404,0,0,1,0,0.371701,0,0,0.015713,0,0,1,0.242934,0.966785,0.298205,0
0.177528,0,0,1,0,?,0,0,0.016908,0,0,1,0.705515,0.768094,0.218458,0
0.178652,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0.773442,0.267024,0.251653,0
0.179775,0,0,1,0,0.547625,0,0.166667,0.031425,0,0,1,0.329584,0.30723,0.186351,0
0.180899,0,1,0,1,0.497361,0,0,0.030742,0,0,1,0.94047,0.503231,0.644424,1
0.182022,0,0,1,0,0.321438,0,0,0.015176,0,0,1,0.852661,0.095909,0.32079,0
0.183146,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0.967592,0.158466,0.976786,0
0.18427,0,0,1,0,0.007288,0.5,0.166667,0.077465,0,0,1,0.506512,0.085656,0.446515,0
0.185393,0,0,1,0,0.107816,0,0.333333,0.040062,0,0,1,0.738077,0.35632,0.999015,1
0.186517,1,0,0,1,?,0,0.166667,0.107353,0,0,1,0.33166,0.711128,0.822537,1
0.18764,0,0,1,1,0.560191,0.125,0.666667,0.054457,0,0,1,0.658489,0.270925,0.189107,0
0.188764,1,0,0,0,?,0,0,0.050602,0,0,1,0.715345,0.123098,0.335525,0
0.189888,0,0,1,0,0.346569,0,0,0.110272,0,0,1,0.025995,0.39588,0.414781,0
0.191011,1,0,0,0,0.761247,0,0,0.065388,0,0,1,0.385429,0.659247,0.314307,0
0.192135,0,0,1,0,0.044986,0.5,0.166667,0.056848,0,1,0,0.64275,0.209165,0.182046,0
0.193258,0,0,1,1,0.007288,0.125,0.166667,0.021731,0,0,1,0.416047,0.431574,0.510475,1
0.194382,0,0,1,0,0.258608,0,0,0.015469,0,0,1,0.471934,0.614994,0.129562,0
0.195506,1,0,0,0,0.698417,0,0,0.059914,1,0,0,0.887486,0.634611,0.311526,0
0.196629,0,0,1,0,0.22091,0.125,0.166667,0.01533,0,0,1,0.405809,0.036388,0.535547,0
0.197753,0,0,1,0,?,0.375,0.166667,0.049708,0,0,1,0.732695,0.736919,0.195831,0
0.198876,1,0,0,1,0.623021,0,0,0.056043,1,0,0,0.244794,0.069371,0.137203,0
0.2,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0.297589,0.841075,0.776404,0
0.201124,0,0,1,0,0.447097,0,0,0,0,0,1,0.655772,0.071131,0.706117,0
0.202247,0,0,1,1,?,1,0.333333,0.135753,0,0,1,0.0282,0.025224,0.22123,0
0.203371,0,1,0,0,?,0,0,0.029376,1,0,0,0.684696,0.054402,0.620898,0
0.204494,0,0,1,0,0.107816,0.5,0.333333,0.061264,0,0,1,0.995113,0.612646,0.073961,0
0.205618,0,1,0,0,0.007288,0.25,0.166667,0.076123,0,0,1,0.699447,0.397412,0.283556,1
0.206742,0,0,1,1,0.044986,0,0.333333,0.04299,0,0,1,0.179497,0.864026,0.456941,1
0.207865,1,0,0,0,?,0,0,0.097594,0,0,1,0.899777,0.48594,0.151718,0
0.208989,0,0,1,1,?,0.125,0,0.030254,0,1,0,0.314591,0.219388,0.730002,1
0.210112,1,0,0,0,0.560191,0,0,0.051822,0,0,1,0.577025,0.798822,0.526658,1
0.211236,0,0,1,0,0.497361,0.125,0.166667,0.030254,0,1,0,0.825397,0.711095,0.048573,0
0.21236,0,0,1,0,0.447097,0,0,0.015412,0,0,1,0.571929,0.682288,0.028742,0
0.213483,0,1,0,1,0.396833,0,0,0.025374,0,0,1,0.995556,0.663712,0.04349,1
0.214607,0,1,0,0,0.233476,0,0,0.025374,0,0,1,0.158015,0.168,0.998137,0
0.21573,0,0,1,1,0.233476,0.125,0,0.01533,0,0,1,0.856358,0.037962,0.396554,1
0.216854,0,1,0,0,0.03242,0.125,0.166667,0.050749,0,0,1,0.274193,0.445066,0.329636,1
0.217978,1,0,0,1,0.547625,0,0,0.054107,1,0,0,0.615247,0.370864,0.259107,1
0.219101,1,0,0,1,0.723549,0,0,0.28599,1,0,0,0.405922,0.752591,0.545845,1
0.220225,0,0,1,0,?,0,0,0.015127,0,1,0,0.381253,0.928281,0.838605,0
0.221348,0,0,1,0,0.522493,0,0.166667,0.016404,0,0,1,0.841773,0.50557,0.151598,0
0.222472,0,0,1,1,?,0,0,0.015127,0,1,0,0.897957,0.494728,0.627857,1
0.223596,0,1,0,1,0.296306,0,0,0.025374,0,0,1,0.742793,0.877023,0.522811,0
0.224719,0,0,1,0,0.346569,0,0,0.018543,0,0,1,0.340769,0.862933,0.474867,0
0.225843,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0.796635,0.040951,0.152524,0
0.226966,0,0,1,0,0.421965,0,0,0.012679,0,0,1,0.588731,0.096285,0.274366,0
0.22809,0,0,1,0,0.566474,0,0,0.014102,1,0,0,0.887133,0.026572,0.002915,0
0.229213,0,0,1,0,0.22091,0,0,0.015713,0,0,1,0.840432,0.674261,0.525552,1
0.230337,0,0,1,1,0.019854,0,0.166667,0.020421,0,0,1,0.50242,0.070968,0.85085,0
0.231461,0,0,1,0,0.396833,0.125,0,0.030937,0,0,1,0.841821,0.706858,0.349135,0
0.232584,0,0,1,0,0.321438,0,0,0.036671,1,0,0,0.69983,0.395967,0.832009,1
0.233708,0,0,1,1,0.195778,0,0,0.015127,0,1,0,0.148264,0.141067,0.029927,1
0.234831,1,0,0,0,0.497361,0,0,0.060508,1,0,0,0.6219,0.121267,0.20993,1
0.235955,0,0,1,0,0.296306,0,0,0.013761,0,0,1,0.805758,0.761992,0.472299,0
0.237079,0,1,0,1,0.434531,0,0,0.040989,0,0,1,0.452602,0.189372,0.656055,1
0.238202,0,0,1,0,0.271174,0,0,0.014151,0,0,1,0.142952,0.404051,0.583125,0
0.239326,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0.563482,0.583097,0.818909,0
0.240449,0,0,1,0,?,0.125,0,0.015127,0,1,0,0.287089,0.084136,0.972531,0
0.241573,1,0,0,1,0.384267,0.125,0,0.221098,1,0,0,0.532136,0.111904,0.588359,1
0.242697,0,0,1,1,0.334004,0,0,0.015469,0,0,1,0.807953,0.308093,0.163731,1
0.24382,0,1,0,0,0.522493,0.125,0,0.0527,0,0,1,0.936252,0.712043,0.486983,0
0.244944,1,0,0,1,0.396833,0,0,0.148911,1,0,0,0.04377,0.003459,0.890531,1
0.246067,0,1,0,0,0.371701,0,0,0.020495,0,0,1,0.910433,0.614909,0.917237,0
0.247191,0,0,1,0,0.195778,0,0,0.015713,0,0,1,0.145273,0.923303,0.930302,1
0.248315,0,1,0,0,0.334004,0,0,0.025374,0,0,1,0.584818,0.189846,0.291517,0
0.249438,0,0,1,0,0.635587,0,0,0.015713,0,0,1,0.396908,0.836015,0.151137,0
0.250562,0,0,1,0,?,0,0,0.015412,0,0,1,0.748051,0.548037,0.213463,0
0.251685,1,0,0,0,0.472229,0.125,0,0.175668,0,0,1,0.62976,0.861021,0.158889,1
0.252809,0,0,1,0,0.271174,0,0,0.01825,0,0,1,0.545723,0.62351,0.062924,0
0.253933,0,1,0,0,0.233476,0,0,0.020495,0,0,1,0.455991,0.287082,0.711384,1
0.255056,0,0,1,0,0.252325,0,0,0.014151,0,0,1,0.251771,0.930746,0.373589,0
0.25618,0,1,0,0,0.22091,0,0,0.025374,0,0,1,0.040526,0.583958,0.256355,0
0.257303,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.256444,0.274909,0.950294,0
0.258427,1,0,0,1,0.434531,0.125,0,0.162932,0,0,1,0.327927,0.914918,0.863944,1
0.259551,0,0,1,0,0.359135,0,0,0.015176,0,0,1,0.381901,0.584156,0.53076,0
0.260674,0,1,0,0,0.736115,0,0,0.02635,0,0,1,0.190725,0.711418,0.015722,0
0.261798,0,0,1,1,0.057552,0.5,0.333333,0.061264,0,0,1,0.556019,0.701762,0.091691,1
0.262921,0,1,0,0,0.296306,0,0,0.020495,0,0,1,0.224182,0.076275,0.216158,0
0.264045,0,0,1,1,?,0,0,0.014737,0,0,1,0.196753,0.361263,0.378888,0
0.265169,0,1,0,0,0.547625,0.125,0,0.050749,0,0,1,0.730216,0.341054,0.979964,0
0.266292,0,1,0,1,0.09525,0,0.333333,0.051237,0,0,1,0.443087,0.847289,0.511628,1
0.267416,0,1,0,0,0.233476,0,0,0.020495,0,0,1,0.392971,0.779909,0.17448,0
0.268539,0,1,0,0,0.409399,0,0,0.023959,0,0,1,0.533021,0.679355,0.289055,0
0.269663,0,0,1,1,?,0.125,0,0.028213,1,0,0,0.817695,0.647881,0.949619,0
0.270787,0,0,1,1,?,0.125,0,0.030254,0,1,0,0.202633,0.44108,0.18564,1
0.27191,0,1,0,0,0.359135,0,0,0.020495,0,0,1,0.28494,0.597977,0.042453,0
0.273034,0,0,1,0,0.271174,0,0,0.013907,0,0,1,0.350624,0.993001,0.648786,0
0.274157,0,0,1,0,0.371701,0,0,0.014102,1,0,0,0.049745,0.479254,0.307284,0
0.275281,1,0,0,0,0.547625,0.25,0,0.175668,0,1,0,0.377008,0.367639,0.747999,0
0.276404,0,0,1,1,0.308872,0,0,0.015176,0,0,1,0.31093,0.22755,0.087405,0
0.277528,0,1,0,1,0.296306,0,0.333333,0.028302,0,0,1,0.41924,0.749353,0.12533,1
0.278652,1,0,0,0,0.459663,0.125,0.166667,0.102579,0,0,1,0.593763,0.341291,0.938508,1
0.279775,0,1,0,0,0.673285,0.125,0,0.050749,0,0,1,0.139766,0.921749,0.573491,0
0.280899,0,0,1,0,?,0,0,0.014151,0,0,1,0.969394,0.455647,0.146882,0
0.282022,0,0,1,1,0.359135,0.125,0.166667,0.020421,0,0,1,0.091122,0.239538,0.043348,0
0.283146,1,0,0,0,0.773813,0,0,0.051822,0,0,1,0.000103,0.067727,0.10378,0
0.28427,0,0,1,0,0.371701,0.125,0,0.031425,0,0,1,0.932665,0.601277,0.937827,0
0.285393,0,0,1,1,0.509927,0,0.333333,0.039452,0,0,1,0.008718,0.161058,0.530413,0
0.286517,0,0,1,1,0.359135,0,0.333333,0.029758,1,0,0,0.690934,0.600753,0.775414,1
0.28764,1,0,0,1,?,0,0,0.154588,1,0,0,0.665795,0.576447,0.660276,1
0.288764,1,0,0,1,0.371701,0,0,0.168837,0,0,1,0.746635,0.288218,0.653609,1
0.289888,1,0,0,1,0.434531,0,0,1,1,0,0,0.646134,0.58485,0.125496,1
0.291011,0,1,0,1,0.623021,0,0.166667,0.050749,0,0,1,0.558215,0.033232,0.970499,1
0.292135,0,0,1,0,?,0,0,0.015127,0,1,0,0.388061,0.451938,0.544695,0
0.293258,0,0,1,0,0.03242,0.5,0.333333,0.061264,0,0,1,0.166819,0.337707,0.98995,1
0.294382,1,0,0,0,0.648153,0.125,0.166667,0.155466,0,0,1,0.690134,0.418852,0.738786,0
0.295506,1,0,0,0,0.497361,0,0,0,0,0,1,0.001723,0.074601,0.591105,0
