@relation blood-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R5-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Recency (months)' numeric
@attribute 'Frequency (times)' numeric
@attribute 'Monetary (c.c. blood)' numeric
@attribute 'Time (months)' numeric
@attribute NewNumeric0 numeric
@attribute 'whether he/she donated blood in March 2007' {0,1}

@data
0.283784,0,0,0.197917,0.157205,0
0.310811,0,0,0.21875,0.931456,0
0.216216,0.020408,0.020408,0.25,0.609914,0
0.513514,0,0,0.375,0.868476,0
0.148649,0.061224,0.061224,0.75,0.924746,0
0.148649,0.020408,0.020408,0.09375,0.261383,0
0.054054,0.142857,0.142857,0.479167,0.566053,1
0.027027,0.183673,0.183673,0.270833,0.350972,1
0.027027,0.102041,0.102041,0.135417,0.90995,1
0.027027,0,0,0,0.206851,0
0.054054,0,0,0.020833,0.947022,0
0.216216,0.142857,0.142857,0.270833,0.688802,0
0.310811,0.040816,0.040816,0.385417,0.353481,0
0.216216,0,0,0.145833,0.808214,0
0.054054,0.040816,0.040816,0.333333,0.980095,0
0.081081,0.040816,0.040816,0.125,0.390498,0
0.283784,0,0,0.197917,0.160241,0
0.216216,0.020408,0.020408,0.260417,0.205533,0
0.148649,0.020408,0.020408,0.229167,0.562531,0
0.054054,0,0,0.020833,0.339048,0
0.067568,0.122449,0.122449,0.25,0.833113,1
0.027027,0.204082,0.204082,0.25,0.504743,0
0.054054,0.265306,0.265306,0.875,0.539786,0
0.027027,0.22449,0.22449,0.46875,0.679576,1
0.310811,0.020408,0.020408,0.25,0.074395,0
0.054054,0.102041,0.102041,0.34375,0.020623,0
0.310811,0,0,0.21875,0.14954,0
0.283784,0,0,0.197917,0.582065,0
0.148649,0.020408,0.020408,0.197917,0.376588,0
0.189189,0.061224,0.061224,0.375,0.189194,0
0.027027,0.081633,0.081633,0.09375,0.498625,1
0.027027,0.020408,0.020408,0.09375,0.689817,0
0.351351,0.081633,0.081633,0.489583,0.11664,1
0.189189,0.040816,0.040816,0.322917,0.14237,0
0.027027,0.306122,0.306122,0.645833,0.960457,0
0.189189,0,0,0.125,0.717683,0
0.027027,0,0,0,0.766315,0
0.054054,0.020408,0.020408,0.458333,0.794156,0
0.027027,0,0,0,0.807339,0
0.189189,0.040816,0.040816,0.34375,0.973642,0
0.310811,0,0,0.21875,0.836295,0
0.283784,0,0,0.197917,0.30033,0
0.216216,0.102041,0.102041,0.34375,0.225001,1
0.283784,0.122449,0.122449,0.375,0.543137,0
0.027027,0.183673,0.183673,0.645833,0.082718,0
0.310811,0.061224,0.061224,0.447917,0.92256,0
0.310811,0.061224,0.061224,0.53125,0.096,0
0.283784,0,0,0.197917,0.497665,0
0.027027,0.040816,0.040816,0.78125,0.322254,0
0.310811,0.040816,0.040816,0.479167,0.653026,0
0.283784,0,0,0.197917,0.584127,0
0.027027,0,0,0,0.767404,0
0.027027,0,0,0,0.925464,0
0.148649,0.142857,0.142857,0.40625,0.437145,1
0.027027,0.061224,0.061224,0.145833,0.603701,0
0.027027,0.040816,0.040816,0.197917,0.252256,0
0.027027,0,0,0,0.688038,0
0.148649,0.081633,0.081633,0.375,0.469606,0
0.283784,0.020408,0.020408,0.197917,0.715662,0
0.027027,0.204082,0.204082,0.270833,0.336501,0
0.189189,0,0,0.125,0.315674,0
0.054054,0,0,0.020833,0.832947,0
0.027027,0.387755,0.387755,0.447917,0.856603,1
0.054054,0.367347,0.367347,0.697917,0.219316,1
0.216216,0.122449,0.122449,0.385417,0.200722,0
0.148649,0.204082,0.204082,0.416667,0.69804,0
0.148649,0.081633,0.081633,0.322917,0.577438,0
0.027027,0.204082,0.204082,0.21875,0.376751,0
0.027027,0.122449,0.122449,0.3125,0.517368,1
0.027027,0,0,0,0.412335,0
0.121622,0.040816,0.040816,0.520833,0.145096,0
0.189189,0.081633,0.081633,0.645833,0.030304,0
0.094595,0.081633,0.081633,0.34375,0.916986,0
0.054054,0.306122,0.306122,0.708333,0.064384,1
0.027027,0.020408,0.020408,0.020833,0.943697,1
0.148649,0.020408,0.020408,0.09375,0.713075,0
0.310811,0.22449,0.22449,0.875,0.266458,0
0.081081,0.020408,0.020408,0.09375,0.532133,1
0.027027,0.163265,0.163265,0.354167,0.100889,0
0.040541,0.020408,0.020408,0.21875,0.896539,0
0.27027,0.265306,0.265306,0.697917,0.939606,1
0.054054,0.020408,0.020408,0.072917,0.597641,1
0.027027,0.040816,0.040816,0.125,0.160549,0
0.310811,0,0,0.21875,0.169311,0
0.283784,0.040816,0.040816,0.34375,0.145545,0
0.148649,0.142857,0.142857,0.520833,0.442356,1
0.054054,0.081633,0.081633,0.21875,0.924791,1
0.148649,0.020408,0.020408,0.708333,0.643813,0
0.310811,0.020408,0.020408,0.21875,0.657632,0
0.040541,0.183673,0.183673,0.322917,0.724751,1
0.310811,0.081633,0.081633,0.583333,0.296268,0
0.027027,0.040816,0.040816,0.34375,0.107628,0
0.283784,0.040816,0.040816,0.25,0.092811,1
0.054054,0.183673,0.183673,0.270833,0.486086,1
0.148649,0.102041,0.102041,0.583333,0.065962,0
0.027027,0.040816,0.040816,0.375,0.93334,1
0.081081,0.040816,0.040816,0.25,0.583564,0
0.216216,0.306122,0.306122,0.78125,0.330243,0
0.175676,0.122449,0.122449,0.770833,0.112208,0
0.054054,0.102041,0.102041,0.520833,0.914025,0
0.148649,0.020408,0.020408,0.09375,0.283286,0
0.135135,0.081633,0.081633,0.375,0.680032,0
0.189189,0.040816,0.040816,0.25,0.403435,0
0.040541,0.061224,0.061224,0.28125,0.001083,1
0.027027,0,0,0,0.650787,0
0.040541,0.306122,0.306122,0.75,0.425077,0
0.135135,0.142857,0.142857,0.385417,0.530115,0
0.027027,0.102041,0.102041,0.34375,0.386982,1
0.054054,0.081633,0.081633,0.21875,0.870777,0
0.148649,0.102041,0.102041,0.71875,0.945291,0
0.189189,0.061224,0.061224,0.25,0.230671,0
0.027027,0.061224,0.061224,0.145833,0.497479,0
0.027027,0.122449,0.122449,0.78125,0.084552,0
0.027027,0.306122,0.306122,0.822917,0.319213,0
0.310811,0.020408,0.020408,0.375,0.521618,0
0.148649,0.040816,0.040816,0.135417,0.236277,0
0.013514,0.469388,0.469388,0.78125,0.32873,0
0,0.020408,0.020408,0.020833,0.507851,0
0.040541,0.265306,0.265306,0.34375,0.59393,0
0.054054,0.020408,0.020408,0.125,0.259598,0
0.013514,0.183673,0.183673,0.427083,0.209794,1
0.054054,0.102041,0.102041,0.40625,0.442432,1
0.216216,0.020408,0.020408,0.145833,0.595686,0
0.027027,0.081633,0.081633,0.145833,0.148992,1
0.027027,0.102041,0.102041,0.760417,0.378308,0
0.054054,0.122449,0.122449,0.583333,0.238363,0
0.094595,0.204082,0.204082,0.90625,0.785255,0
0.216216,0.040816,0.040816,0.21875,0.097771,0
0.027027,0.408163,0.408163,0.520833,0.809052,1
0.054054,0,0,0.020833,0.207936,0
0.013514,0.265306,0.265306,0.583333,0.309826,0
0.054054,0.183673,0.183673,0.270833,0.129769,1
0.189189,0,0,0.125,0.741983,0
0.148649,0,0,0.09375,0.950714,0
0.054054,0.040816,0.040816,0.145833,0.040828,0
0.054054,0.306122,0.306122,1,0.928714,1
0.216216,0,0,0.145833,0.893781,0
0.027027,0.020408,0.020408,0.083333,0.563281,1
0.148649,0,0,0.09375,0.480798,0
0.094595,0.020408,0.020408,0.145833,0.072307,0
0.054054,0.040816,0.040816,0.270833,0.210891,0
0.027027,0.163265,0.163265,0.208333,0.928935,1
0.054054,0.081633,0.081633,0.270833,0.745501,0
0.189189,0.040816,0.040816,0.25,0.837172,0
0.148649,0.081633,0.081633,0.166667,0.002341,0
0.283784,0.020408,0.020408,0.239583,0.12314,0
0.054054,0.040816,0.040816,0.145833,0.020648,1
0.148649,0,0,0.09375,0.769171,1
0.189189,0,0,0.125,0.764266,0
0.027027,0.142857,0.142857,0.375,0.201967,1
0.283784,0,0,0.197917,0.694265,0
0.027027,0.122449,0.122449,0.125,0.898137,1
0.027027,0.040816,0.040816,0.072917,0.387935,1
0.216216,0.142857,0.142857,0.770833,0.028461,0
0.216216,0,0,0.145833,0.573819,0
0.027027,0.040816,0.040816,0.020833,0.816913,1
0.027027,0.244898,0.244898,0.53125,0.729211,1
0.189189,0.020408,0.020408,0.125,0.33583,1
0.013514,0.163265,0.163265,0.510417,0.211447,0
0.148649,0.040816,0.040816,0.364583,0.841639,0
0.283784,0,0,0.197917,0.709783,0
0.054054,0.020408,0.020408,0.020833,0.926521,0
0.189189,0,0,0.125,0.381128,0
0.189189,0,0,0.125,0.123555,0
0.027027,0.020408,0.020408,0.020833,0.219093,1
0.189189,0,0,0.125,0.762712,0
0.027027,0.020408,0.020408,0,0.178423,0
0.310811,0.020408,0.020408,0.270833,0.892173,0
0.054054,0.020408,0.020408,0.020833,0.090816,1
0.094595,0.081633,0.081633,0.520833,0.716438,0
0.054054,0.020408,0.020408,0.020833,0.046398,0
0.216216,0.020408,0.020408,0.145833,0.975459,0
0.310811,0,0,0.21875,0.338849,0
0.013514,0.22449,0.22449,0.34375,0.916518,0
0.216216,0.102041,0.102041,0.822917,0.270608,0
0.054054,0.020408,0.020408,0.020833,0.364773,0
0.054054,0,0,0.020833,0.655158,0
0.054054,0.020408,0.020408,0.291667,0.954639,0
0.148649,0.22449,0.22449,0.583333,0.131518,0
0.027027,0.061224,0.061224,0.125,0.870611,1
0.148649,0.122449,0.122449,0.625,0.895477,1
0.175676,0.040816,0.040816,0.125,0.694406,1
0.148649,0.020408,0.020408,0.09375,0.954526,0
0.148649,0.102041,0.102041,0.40625,0.849767,0
0.054054,0.163265,0.163265,0.395833,0.9087,0
0.283784,0.040816,0.040816,0.34375,0.064848,0
0.054054,0.387755,0.387755,0.697917,0.755711,1
0.148649,0.040816,0.040816,0.395833,0.575362,1
0.189189,0.122449,0.122449,0.34375,0.601999,0
0.094595,0.183673,0.183673,0.46875,0.013846,0
0.189189,0.346939,0.346939,0.791667,0.045734,0
0.148649,0.102041,0.102041,0.260417,0.068253,0
0.054054,0.081633,0.081633,0.145833,0.576018,1
0.148649,0.020408,0.020408,0.197917,0.747098,0
0.189189,0.081633,0.081633,0.270833,0.624801,0
0.040541,0.408163,0.408163,0.416667,0.111643,1
0.108108,0.142857,0.142857,0.520833,0.013172,1
0.148649,0,0,0.09375,0.484729,0
0.054054,0.081633,0.081633,0.125,0.878366,1
0.189189,0.142857,0.142857,0.458333,0.730316,0
0.121622,0.142857,0.142857,0.375,0.756949,1
0.027027,0.020408,0.020408,0.09375,0.230316,1
0.189189,0.020408,0.020408,0.34375,0.166247,1
0.310811,0,0,0.21875,0.631695,0
0.216216,0.040816,0.040816,0.34375,0.681232,0
0.189189,0.122449,0.122449,0.46875,0.466057,0
0.148649,0.102041,0.102041,0.25,0.387107,0
0.054054,0.102041,0.102041,0.291667,0.978032,0
0.054054,0.020408,0.020408,0.020833,0.516075,0
0.148649,0.061224,0.061224,0.583333,0.263006,0
0.121622,0.020408,0.020408,0.520833,0.695738,0
0.243243,0.142857,0.142857,0.96875,0.387344,0
0.189189,0.142857,0.142857,0.25,0.269949,0
0.027027,0.081633,0.081633,0.145833,0.026747,1
0.054054,0.142857,0.142857,0.458333,0.652356,1
0.189189,0.061224,0.061224,0.572917,0.245269,0
0.027027,0.020408,0.020408,0.09375,0.268418,1
0.027027,0,0,0,0.986558,0
0.162162,0.244898,0.244898,0.59375,0.791122,0
0.054054,0.265306,0.265306,0.395833,0.250851,0
0.148649,0.081633,0.081633,0.34375,0.615279,0
0.189189,0,0,0.125,0.580085,0
0.054054,0,0,0.020833,0.70936,0
0.013514,0.265306,0.265306,0.96875,0.616336,0
0.175676,0.040816,0.040816,0.145833,0.574622,0
0.067568,0.918367,0.918367,1,0.085721,1
0.283784,0.020408,0.020408,0.21875,0.299449,0
0.054054,0.102041,0.102041,0.21875,0.494361,1
0.027027,0.102041,0.102041,0.145833,0.970891,1
0.027027,0.102041,0.102041,0.25,0.211347,1
0.027027,0.163265,0.163265,0.760417,0.672122,0
0.148649,0.040816,0.040816,0.25,0.015505,0
0.054054,0.204082,0.204082,0.614583,0.208892,0
0.189189,0.102041,0.102041,0.510417,0.860766,0
0.310811,0,0,0.21875,0.652924,0
0.054054,0.081633,0.081633,0.322917,0.784999,1
0.054054,0,0,0.020833,0.926849,0
0.054054,0.142857,0.142857,0.333333,0.968136,1
0.027027,0.102041,0.102041,0.208333,0.47283,1
0.283784,0.020408,0.020408,0.197917,0.809428,1
0.054054,0.061224,0.061224,0.458333,0.612987,0
0.216216,0,0,0.145833,0.115872,0
0.054054,0.44898,0.44898,0.583333,0.419525,0
0.283784,0.040816,0.040816,0.395833,0.602628,0
0.310811,0.061224,0.061224,0.520833,0.739734,0
0.216216,0,0,0.145833,0.632955,0
0.189189,0.020408,0.020408,0.125,0.767622,0
0.027027,0.673469,0.673469,0.78125,0.654496,1
0.054054,0,0,0.020833,0.099547,0
0.189189,0.020408,0.020408,0.145833,0.008269,0
0.027027,0.244898,0.244898,0.770833,0.264094,1
0.027027,0.020408,0.020408,0.020833,0.537309,0
0.121622,0.040816,0.040816,0.333333,0.062482,0
0.027027,0.102041,0.102041,0.46875,0.747545,0
0.027027,0.020408,0.020408,0.125,0.809444,0
0.027027,0.122449,0.122449,0.270833,0.67116,1
0.054054,0.061224,0.061224,0.145833,0.418013,0
0.027027,0.183673,0.183673,0.520833,0.252663,0
0.189189,0.061224,0.061224,0.645833,0.745667,0
0.189189,0.020408,0.020408,0.125,0.173492,0
0.054054,0.061224,0.061224,0.125,0.312229,1
0.054054,0.163265,0.163265,0.270833,0.908537,0
0.027027,0.102041,0.102041,0.145833,0.338794,1
0,0.510204,0.510204,0.770833,0.277246,1
0.108108,0.163265,0.163265,0.645833,0.546456,0
0.216216,0,0,0.145833,0.325481,0
0.054054,0.204082,0.204082,0.96875,0.626828,0
0.972973,0,0,0.729167,0.517968,0
0.216216,0.285714,0.285714,0.885417,0.164428,0
0.216216,0,0,0.145833,0.603918,0
0.054054,0,0,0.020833,0.793135,0
0.054054,0.102041,0.102041,0.125,0.262304,0
0.054054,0.163265,0.163265,0.552083,0.822569,0
0.148649,0.020408,0.020408,0.520833,0.563462,0
0.216216,0.061224,0.061224,0.270833,0.620867,0
0.027027,0.061224,0.061224,0.21875,0.178615,0
0.189189,0.040816,0.040816,0.40625,0.91154,0
0.027027,0.122449,0.122449,0.28125,0.109882,0
0.216216,0.183673,0.183673,0.625,0.385743,0
0.216216,0.122449,0.122449,0.947917,0.935013,0
0.027027,0.122449,0.122449,0.34375,0.777114,1
0.054054,0.081633,0.081633,0.34375,0.301128,1
0.310811,0.102041,0.102041,0.447917,0.752525,0
0.027027,0,0,0,0.75097,1
0.054054,0.102041,0.102041,0.375,0.67456,1
0.216216,0,0,0.145833,0.217555,0
0.054054,0.020408,0.020408,0.072917,0.854792,0
0.148649,0.183673,0.183673,0.34375,0.425671,0
0.148649,0.040816,0.040816,0.21875,0.283103,0
0.027027,0.163265,0.163265,0.75,0.441667,0
0.054054,0.122449,0.122449,0.3125,0.758107,1
0.027027,0.020408,0.020408,0.322917,0.119655,0
0.054054,0.163265,0.163265,0.375,0.705672,1
0.054054,0.081633,0.081633,0.25,0.809163,1
0.040541,0.081633,0.081633,0.104167,0.933446,1
0.054054,0.061224,0.061224,0.020833,0.475818,0
0.054054,0.163265,0.163265,0.25,0.884,1
0.148649,0.142857,0.142857,0.458333,0.105754,0
0.054054,0.081633,0.081633,0.333333,0.200748,0
0.189189,0.040816,0.040816,0.270833,0.631693,0
0.027027,0.040816,0.040816,0.760417,0.270315,1
0.216216,0,0,0.145833,0.55315,0
0.148649,0.061224,0.061224,0.59375,0.841734,0
0.054054,0.102041,0.102041,0.427083,0.296999,0
0.027027,0,0,0,0.414212,0
0.310811,0.040816,0.040816,0.34375,0.252853,0
0.216216,0.122449,0.122449,0.270833,0.2266,0
0.094595,0.163265,0.163265,0.90625,0.348736,1
0.054054,0.081633,0.081633,0.75,0.846929,0
0.283784,0,0,0.197917,0.237783,0
0.310811,0,0,0.21875,0.351005,0
0.148649,0.428571,0.428571,1,0.330724,0
0.189189,0.020408,0.020408,0.125,0.275167,0
0.189189,0,0,0.125,0.419512,0
0.094595,0.265306,0.265306,0.479167,0.137737,0
0.189189,0.020408,0.020408,0.125,0.835253,0
0.216216,0.265306,0.265306,0.84375,0.632675,0
0.148649,0.061224,0.061224,0.333333,0.512781,0
0.027027,0.204082,0.204082,0.458333,0.221725,0
0.283784,0.040816,0.040816,0.708333,0.991632,0
0.283784,0.020408,0.020408,0.21875,0.98025,0
0.027027,0,0,0,0.969205,0
0.027027,0.081633,0.081633,0.46875,0.207554,1
0.027027,0.020408,0.020408,0.09375,0.189689,1
0.027027,0.22449,0.22449,0.96875,0.593406,0
0.189189,0.122449,0.122449,0.739583,0.058495,0
0.054054,0.020408,0.020408,0.020833,0.065418,0
0.027027,0.040816,0.040816,0.520833,0.725908,0
0.054054,0.061224,0.061224,0.020833,0.831871,1
0.189189,0.061224,0.061224,0.25,0.498234,0
0.148649,0.040816,0.040816,0.125,0.414434,0
0.189189,0.040816,0.040816,0.302083,0.275643,0
0.189189,0.020408,0.020408,0.125,0.546167,0
0.216216,0.081633,0.081633,0.604167,0.45217,0
0.027027,0.102041,0.102041,0.447917,0.931511,0
0.189189,0.020408,0.020408,0.125,0.966978,0
0.027027,0,0,0,0.84397,0
0.216216,0.040816,0.040816,0.458333,0.292228,0
0.027027,0.204082,0.204082,0.895833,0.019474,0
0.054054,0.326531,0.326531,0.71875,0.360083,1
0.189189,0.040816,0.040816,0.802083,0.012511,0
0.027027,0.122449,0.122449,0.583333,0.250817,1
0.121622,0.204082,0.204082,0.489583,0.169886,1
0.243243,0.020408,0.020408,0.21875,0.820507,0
0.027027,0.020408,0.020408,0.020833,0.273217,0
0.054054,0.122449,0.122449,0.520833,0.977782,0
0.148649,0.122449,0.122449,0.645833,0.16405,0
0.148649,0.122449,0.122449,0.364583,0.615647,0
0.472973,0.040816,0.040816,0.645833,0.830904,0
0.148649,0.020408,0.020408,0.15625,0.060237,0
0.027027,0.122449,0.122449,0.770833,0.369896,0
0.148649,0.142857,0.142857,0.729167,0.560746,0
0.189189,0.142857,0.142857,0.5,0.372195,0
0.310811,0.040816,0.040816,0.90625,0.76374,0
0.189189,0,0,0.125,0.912991,0
0.189189,0.020408,0.020408,0.197917,0.194034,1
0.216216,0.061224,0.061224,0.395833,0.766514,0
0.027027,0.102041,0.102041,0.25,0.609713,0
0.054054,0.142857,0.142857,0.395833,0.426652,1
0.216216,0.122449,0.122449,0.375,0.270245,0
0.189189,0.122449,0.122449,0.25,0.227854,0
0.054054,0.102041,0.102041,0.270833,0.916685,1
0.054054,0,0,0.020833,0.419163,0
0.216216,0.061224,0.061224,0.322917,0.827545,0
0.054054,0,0,0.020833,0.60665,1
0.054054,0,0,0.020833,0.101919,0
0.027027,0.285714,0.285714,0.645833,0.035342,0
0.121622,0.061224,0.061224,0.65625,0.204968,0
0.189189,0,0,0.125,0.798512,0
0.148649,0.163265,0.163265,0.375,0.365142,0
0.054054,0.122449,0.122449,0.239583,0.135224,0
0.027027,0.040816,0.040816,0.177083,0.16579,0
0.054054,0.061224,0.061224,0.427083,0.480139,1
0.310811,0.102041,0.102041,0.708333,0.357562,0
0.054054,0.061224,0.061224,0.333333,0.164372,1
0.148649,0.081633,0.081633,0.40625,0.716847,0
0.310811,0.265306,0.265306,0.947917,0.512683,0
0.189189,0.102041,0.102041,0.333333,0.577046,0
0.189189,0.061224,0.061224,0.291667,0.248345,0
0.027027,0.040816,0.040816,0.229167,0.30459,0
1,0,0,0.75,0.388925,0
0.189189,0.244898,0.244898,0.572917,0.52429,0
0.189189,0.306122,0.306122,0.708333,0.308109,0
0.283784,0,0,0.197917,0.815797,0
0.283784,0,0,0.197917,0.043014,0
0.027027,0.22449,0.22449,0.833333,0.104979,0
0.054054,0.102041,0.102041,0.46875,0.763673,0
0.148649,0,0,0.09375,0.214112,0
0.027027,0.061224,0.061224,0.34375,0.19017,0
0.189189,0,0,0.125,0.369413,0
0.027027,0.020408,0.020408,0.09375,0.57001,0
0.027027,0.020408,0.020408,0.208333,0.703228,0
0.054054,0.081633,0.081633,0.583333,0.118614,0
0.054054,0.122449,0.122449,0.520833,0.443745,0
0.067568,0.204082,0.204082,0.760417,0.912317,0
0.527027,0,0,0.385417,0.023271,0
0.202703,0.081633,0.081633,0.322917,0.517131,0
0.189189,0.081633,0.081633,0.75,0.425944,0
0.027027,0.142857,0.142857,0.34375,0.876915,1
0.216216,0.102041,0.102041,0.395833,0.85909,0
0.148649,0.040816,0.040816,0.770833,0.489057,0
0.054054,0.142857,0.142857,0.270833,0.094771,0
0.148649,0.469388,0.469388,0.645833,0.809641,0
0.22973,0.122449,0.122449,0.583333,0.367418,1
0.027027,0.020408,0.020408,0.125,0.377105,0
0.148649,0.306122,0.306122,0.90625,0.511513,0
0.121622,0.163265,0.163265,0.541667,0.875279,0
0.027027,0.061224,0.061224,0.145833,0.514469,0
0.054054,0.102041,0.102041,0.458333,0.403338,0
0.054054,0.020408,0.020408,0.020833,0.98191,1
0.027027,0,0,0,0.539642,0
0.121622,0.020408,0.020408,0.145833,0.256357,1
0.202703,0.306122,0.306122,0.833333,0.414718,0
0.027027,0.183673,0.183673,0.489583,0.389671,0
0.216216,0.081633,0.081633,0.71875,0.31014,0
0.027027,0.265306,0.265306,0.479167,0.591776,1
0.148649,0,0,0.09375,0.21706,0
0.162162,0.204082,0.204082,0.385417,0.613134,0
0.027027,0.142857,0.142857,0.270833,0.091193,1
0.148649,0.142857,0.142857,0.479167,0.169718,0
0.310811,0.040816,0.040816,0.322917,0.078833,0
0.121622,0,0,0.072917,0.593121,0
0.027027,0,0,0,0.937594,1
0.148649,0.326531,0.326531,0.802083,0.444565,1
0.054054,0.122449,0.122449,0.270833,0.991143,0
0.054054,0.142857,0.142857,0.25,0.632681,1
0.216216,0.040816,0.040816,0.395833,0.821945,0
0.148649,0,0,0.09375,0.336718,0
0.310811,0.020408,0.020408,0.885417,0.181375,0
0.189189,0,0,0.125,0.678409,0
0.175676,0.061224,0.061224,0.197917,0.271551,0
0.121622,0,0,0.072917,0.978993,0
0.148649,0.061224,0.061224,0.614583,0.195327,0
0.054054,0,0,0.020833,0.658175,0
0.216216,0.081633,0.081633,0.395833,0.375641,1
0.027027,0.102041,0.102041,0.270833,0.407335,0
0.054054,0,0,0.020833,0.586338,0
0.054054,0.081633,0.081633,0.09375,0.4316,1
0.148649,0.081633,0.081633,0.5,0.715574,0
0.148649,0,0,0.09375,0.988969,0
0.027027,0.040816,0.040816,0.145833,0.879754,1
0.027027,0.816327,0.816327,1,0.547244,1
0.027027,0,0,0,0.228665,1
0.054054,0,0,0.020833,0.971937,0
0.027027,0,0,0,0.017258,0
0.027027,0.040816,0.040816,0.208333,0.794479,0
0.054054,0,0,0.020833,0.880561,1
0.054054,0,0,0.020833,0.78702,1
0.310811,0,0,0.21875,0.92791,0
0.216216,0.204082,0.204082,0.395833,0.488177,0
0.216216,0,0,0.145833,0.29156,0
0.121622,0.163265,0.163265,0.375,0.636393,0
0.054054,0.081633,0.081633,0.583333,0.221445,0
0.054054,0.122449,0.122449,0.583333,0.530796,0
0.054054,0,0,0.020833,0.139065,0
0.027027,0.081633,0.081633,0.322917,0.462901,1
0.027027,0.081633,0.081633,0.25,0.254206,0
0.162162,0.204082,0.204082,0.21875,0.559152,0
0.216216,0,0,0.145833,0.241339,0
0.054054,0,0,0.020833,0.609691,0
0.216216,0.22449,0.22449,0.5,0.979242,0
0.054054,0.081633,0.081633,0.145833,0.902101,1
0.054054,0.22449,0.22449,0.333333,0.717024,1
0.148649,0.102041,0.102041,0.270833,0.351983,0
0.027027,0.22449,0.22449,1,0.059491,0
0.067568,0.102041,0.102041,0.270833,0.650554,0
0.054054,0.204082,0.204082,0.645833,0.510339,1
0.216216,0,0,0.145833,0.011102,0
0.283784,0,0,0.197917,0.696592,0
0.310811,0.142857,0.142857,0.458333,0.872689,0
0.027027,0.061224,0.061224,0.145833,0.873695,0
0.283784,0.020408,0.020408,0.34375,0.545451,0
0.027027,0.020408,0.020408,0.020833,0.50775,1
0.148649,0,0,0.09375,0.89493,0
0.027027,0.122449,0.122449,0.458333,0.107417,1
0.054054,0.102041,0.102041,0.385417,0.353922,0
0.189189,0.122449,0.122449,0.447917,0.569212,0
0.310811,0.142857,0.142857,0.697917,0.613191,0
0.189189,0,0,0.125,0.970555,0
0.027027,0.102041,0.102041,0.270833,0.524341,1
0.054054,0.122449,0.122449,0.208333,0.437308,1
0.054054,0.081633,0.081633,0.583333,0.9991,0
0.310811,0.081633,0.081633,0.322917,0.697261,0
0.108108,0.163265,0.163265,0.583333,0.912813,0
0.027027,0,0,0,0.556628,1
0.283784,0.020408,0.020408,0.25,0.322339,0
0.027027,0,0,0,0.479966,0
0.310811,0.040816,0.040816,0.40625,0.249453,0
0.081081,0.326531,0.326531,0.708333,0.969785,0
0.027027,1,1,1,0.122958,1
0.189189,0.040816,0.040816,0.84375,0.613604,0
0.027027,0.22449,0.22449,0.708333,0.931786,1
0.283784,0,0,0.197917,0.654379,0
0.283784,0,0,0.197917,0.63644,0
0.054054,0,0,0.020833,0.234382,1
0.027027,0.061224,0.061224,0.25,0.289159,0
0.054054,0.020408,0.020408,0.59375,0.130105,0
0.108108,0.020408,0.020408,0.145833,0.199506,0
0.121622,0.020408,0.020408,0.25,0.732114,0
