@relation anneal-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute family=- numeric
@attribute family=GB numeric
@attribute family=GK numeric
@attribute family=GS numeric
@attribute family=TN numeric
@attribute family=ZA numeric
@attribute family=ZF numeric
@attribute family=ZH numeric
@attribute family=ZM numeric
@attribute family=ZS numeric
@attribute product-type=C numeric
@attribute product-type=H numeric
@attribute product-type=G numeric
@attribute steel=- numeric
@attribute steel=R numeric
@attribute steel=A numeric
@attribute steel=U numeric
@attribute steel=K numeric
@attribute steel=M numeric
@attribute steel=S numeric
@attribute steel=W numeric
@attribute steel=V numeric
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling=T numeric
@attribute condition=- numeric
@attribute condition=S numeric
@attribute condition=A numeric
@attribute condition=X numeric
@attribute formability=- numeric
@attribute formability=1 numeric
@attribute formability=2 numeric
@attribute formability=3 numeric
@attribute formability=4 numeric
@attribute formability=5 numeric
@attribute strength numeric
@attribute non-ageing=N numeric
@attribute surface-finish=- numeric
@attribute surface-finish=P numeric
@attribute surface-finish=M numeric
@attribute surface-quality=- numeric
@attribute surface-quality=D numeric
@attribute surface-quality=E numeric
@attribute surface-quality=F numeric
@attribute surface-quality=G numeric
@attribute enamelability=- numeric
@attribute enamelability=1 numeric
@attribute enamelability=2 numeric
@attribute enamelability=3 numeric
@attribute enamelability=4 numeric
@attribute enamelability=5 numeric
@attribute bc=Y numeric
@attribute bf=Y numeric
@attribute bt=Y numeric
@attribute bw/me=- numeric
@attribute bw/me=B numeric
@attribute bw/me=M numeric
@attribute bl=Y numeric
@attribute m=Y numeric
@attribute chrom=C numeric
@attribute phos=P numeric
@attribute cbond=Y numeric
@attribute marvi=Y numeric
@attribute exptl=Y numeric
@attribute ferro=Y numeric
@attribute corr=Y numeric
@attribute blue/bright/varn/clean=- numeric
@attribute blue/bright/varn/clean=B numeric
@attribute blue/bright/varn/clean=R numeric
@attribute blue/bright/varn/clean=V numeric
@attribute blue/bright/varn/clean=C numeric
@attribute lustre=Y numeric
@attribute jurofm=Y numeric
@attribute s=Y numeric
@attribute p=Y numeric
@attribute shape=SHEET numeric
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil=- numeric
@attribute oil=Y numeric
@attribute oil=N numeric
@attribute bore=0 numeric
@attribute bore=500 numeric
@attribute bore=600 numeric
@attribute bore=760 numeric
@attribute packing=- numeric
@attribute packing=1 numeric
@attribute packing=2 numeric
@attribute packing=3 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute NewNumeric26 numeric
@attribute class {1,2,3,4,5,U}

@data
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.4,0,?,?,?,1,0,0,0,0,0,1,0,0.621304,0.197928,0.645721,0.786166,0.74538,0.317687,0.547243,0.626119,0.823499,0.071352,0.394509,0.795069,0.169209,0.213306,0.333175,0.90382,0.542386,0.150696,0.273055,0.458257,0.946228,0.314619,0.618443,0.267663,0.48179,0.040163,0.020392,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.705882,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.681117,0.232787,0,?,?,?,1,0,0,0,?,?,?,?,0.070277,0.719526,0.555639,0.491627,0.56755,0.434472,0.978062,0.955407,0.693212,0.210197,0.907494,0.414561,0.78979,0.224638,0.347568,0.130954,0.072152,0.862911,0.934853,0.55468,0.699152,0.000623,0.07721,0.398005,0.400835,0.002576,0.530692,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,0,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.628894,0.766756,0.671565,0.08829,0.243297,0.46376,0.656776,0.433538,0.349192,0.548048,0.158049,0.288983,0.095928,0.165944,0.67946,0.114055,0.668644,0.659472,0.287797,0.286771,0.344623,0.617947,0.901854,0.152037,0.346195,0.594032,0.448409,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.928571,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.787234,0.590164,0,?,?,?,0,1,0,0,?,?,?,?,0.980773,0.112162,0.09662,0.402833,0.02275,0.347023,0.196105,0.000894,0.957357,0.546385,0.219196,0.321254,0.955959,0.759658,0.13433,0.197556,0.252633,0.7244,0.714481,0.114056,0.258013,0.199927,0.693176,0.525359,0.287159,0.400577,0.474384,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.823529,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.250468,0.854244,0.024748,0.728691,0.49615,0.564152,0.945912,0.058143,0.990558,0.72042,0.218336,0.909961,0.394011,0.375537,0.499969,0.885553,0.046704,0.57675,0.556644,0.048586,0.852323,0.422841,0.009918,0.44063,0.366392,0.717613,0.383449,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.015957,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.826448,0.725623,0.194903,0.015304,0.911201,0.331129,0.470496,0.186262,0.383069,0.819237,0.651921,0.731968,0.619321,0.468139,0.567665,0.559532,0.759261,0.146541,0.355538,0.576805,0.655034,0.143264,0.039131,0.927852,0.794956,0.65387,0.897772,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.399934,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.575932,0.623478,0.117747,0.192722,0.09418,0.547288,0.059668,0.521107,0.013589,0.162795,0.603573,0.683028,0.274498,0.378278,0.87969,0.710632,0.820619,0.170196,0.700492,0.370904,0.200192,0.584325,0.393316,0.822802,0.789099,0.788539,0.852896,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.865574,0,?,?,?,1,0,0,0,0,0,0,1,0.373794,0.508728,0.328174,0.331861,0.083851,0.642527,0.63427,0.676141,0.571162,0.693656,0.662155,0.972289,0.884413,0.871749,0.568447,0.53665,0.150805,0.262095,0.078803,0.751363,0.050312,0.507221,0.574255,0.793821,0.792098,0.903297,0.26853,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.865574,1,0,1,0,1,0,0,0,?,?,?,?,0.369189,0.931553,0.310325,0.126589,0.330795,0.736467,0.137583,0.949632,0.373819,0.3584,0.372437,0.944865,0.54419,0.185836,0.115889,0.998057,0.749189,0.279079,0.23925,0.782137,0.185293,0.906409,0.207209,0.520138,0.966583,0.168122,0.246523,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.983607,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.340994,0.811977,0.91943,0.524931,0.513593,0.698475,0.46548,0.617098,0.713006,0.995098,0.902279,0.351333,0.578467,0.360846,0.16355,0.53016,0.597426,0.042521,0.677024,0.54292,0.531066,0.539776,0.992619,0.097307,0.226373,0.483073,0.103007,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,1,0.655738,0,?,?,?,0,0,1,0,?,?,?,?,0.104793,0.485021,0.287687,0.903872,0.820613,0.285758,0.901664,0.78869,0.172625,0.810556,0.671633,0.129204,0.061163,0.129319,0.209446,0.561722,0.271615,0.821053,0.497054,0.585295,0.23473,0.355554,0.219082,0.659571,0.692293,0.551612,0.298437,U
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.015957,0.865574,0.156148,0,1,0,1,0,0,0,?,?,?,?,0.639373,0.386684,0.667448,0.15856,0.532636,0.585073,0.910845,0.252794,0.83416,0.651898,0.048818,0.716271,0.579567,0.397371,0.252206,0.097856,0.430719,0.328461,0.806851,0.02355,0.10251,0.850912,0.045167,0.670741,0.911424,0.17486,0.434077,3
0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,0,1,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.914228,0.829376,0.716069,0.323959,0.899569,0.989846,0.316905,0.288884,0.119665,0.096002,0.613126,0.712488,0.742323,0.653438,0.571758,0.469356,0.791305,0.81187,0.04258,0.6356,0.100432,0.222312,0.347914,0.421328,0.781455,0.595397,0.004392,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361436,0.4,0.000205,?,?,?,1,0,0,0,?,?,?,?,0.54125,0.127998,0.517047,0.481609,0.801146,0.887001,0.970425,0.872413,0.408599,0.300608,0.710592,0.523215,0.478883,0.633259,0.672629,0.651032,0.008367,0.168238,0.959774,0.981783,0.386893,0.84986,0.387924,0.024387,0.426561,0.277466,0.3841,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.255319,0.219672,0.125205,?,?,?,1,0,0,0,?,?,?,?,0.377857,0.200492,0.205232,0.098514,0.749709,0.437596,0.35251,0.490329,0.499244,0.002186,0.644114,0.52511,0.357419,0.925339,0.919201,0.058964,0.713046,0.105944,0.34727,0.994664,0.217883,0.223662,0.647988,0.356192,0.007275,0.609726,0.595814,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.857143,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.175532,0.688525,0.25,?,?,?,1,0,0,0,?,?,?,?,0.249251,0.03909,0.878119,0.271327,0.781276,0.510703,0.93341,0.075757,0.404681,0.510638,0.242454,0.41371,0.983527,0.535341,0.529904,0.902959,0.524007,0.047142,0.903505,0.738961,0.334383,0.518559,0.218625,0.507727,0.87649,0.9114,0.911621,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.468085,0.983607,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.690912,0.897327,0.41957,0.118204,0.548683,0.33739,0.896478,0.542148,0.999127,0.182634,0.245333,0.431361,0.821137,0.430785,0.428572,0.176093,0.35081,0.346909,0.060356,0.771112,0.812016,0.124868,0.932123,0.71587,0.260047,0.703969,0.164469,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.681931,0.141977,0.600479,0.212681,0.10811,0.152017,0.075062,0.554836,0.301209,0.597081,0.501573,0.701159,0.760584,0.828609,0.393341,0.175473,0.835738,0.070407,0.48778,0.796896,0.548058,0.875977,0.416519,0.598641,0.493395,0.628262,0.372546,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.779278,0.127133,0.385276,0.388105,0.117624,0.269417,0.374292,0.753865,0.736061,0.971208,0.447083,0.93043,0.523637,0.736301,0.274597,0.933873,0.930889,0.81701,0.354393,0.487979,0.0204,0.622613,0.27944,0.90931,0.238588,0.04213,0.940844,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361436,0.983607,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.183417,0.891499,0.2809,0.279517,0.26542,0.639715,0.830444,0.019186,0.771192,0.558757,0.032201,0.971307,0.119549,0.238878,0.045817,0.643319,0.39038,0.921087,0.865392,0.203326,0.280568,0.198804,0.971307,0.327965,0.490211,0.796588,0.729184,2
