@relation ionosphere-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute att1 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute att35 {g,b}

@data
1,0.924215,0.53397,0.90281,0.488505,0.885155,0.483505,0.833625,0.4669,0.79791,0.46167,0.8363,0.471145,0.8213,0.46781,0.695995,0.52265,0.85627,0.50697,0.77985,0.459805,0.76715,0.457735,0.73519,0.38589,0.743295,0.45436,0.763065,0.457315,0.721385,0.451895,0.711115,0.45096,0.800102,0.403321,0.666477,0.578647,0.232813,0.01729,0.109014,0.019604,0.589638,0.420891,g
1,0,0,1,1,1,0.428125,0.5,0.5,0,1,1,1,0.589585,0,0,0,0.54375,0,1,0,0,1,0,0,1,0,0,0,1,1,0.5,0.5,0.956835,0.609203,0.610749,0.362515,0.95294,0.032527,0.875142,0.785118,0.449664,0.367858,b
0,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,0,1,0.5,0.5,0.420214,0.613765,0.947695,0.289749,0.137728,0.146618,0.087585,0.393847,0.113694,0.460547,b
1,0.72222,0.72222,0.768475,0.953815,0.38889,1,0.333335,0.944445,0,0.666665,0,0.444445,0,0.38889,0.166665,0.11111,0.77778,0,0.38889,0.11111,0.88889,0.38889,0.666665,0.5,0.9606,0.725095,0.78727,0.921765,0.61111,1,0.22222,1,0.914511,0.137362,0.911112,0.764649,0.681996,0.474079,0.127599,0.045015,0.417033,0.363381,g
1,0.93142,0.59655,0.9046,0.705745,0.836015,0.778925,0.772795,0.84981,0.683525,0.907665,0.598085,0.928355,0.479695,0.93142,0.413795,0.878925,0.3295,0.828735,0.259005,0.78046,0.19885,0.70498,0.20383,0.628735,0.18481,0.54409,0.213795,0.46092,0.22567,0.400385,0.28544,0.34023,0.277282,0.415488,0.23564,0.766609,0.739716,0.814812,0.293188,0.2319,0.01643,0.229259,g
1,0.811675,0.48255,0.795425,0.502405,0.802045,0.462695,0.815885,0.504815,0.812275,0.462695,0.83514,0.5361,0.81468,0.45788,0.837545,0.54573,0.83574,0.5,0.794825,0.55054,0.7503,0.515645,0.829725,0.570395,0.802315,0.510095,0.75692,0.52226,0.808665,0.495185,0.80686,0.45427,0.58272,0.523125,0.169366,0.330369,0.155381,0.618975,0.677307,0.585902,0.294067,0.687011,g
1,0.917395,0.644965,0.84628,0.73851,0.74617,0.841905,0.609955,0.933805,0.45952,0.925055,0.32221,0.888405,0.236325,0.792125,0.14825,0.656455,0.120895,0.519695,0.143875,0.423415,0.208425,0.30416,0.314005,0.23523,0.41525,0.195685,0.542125,0.19256,0.62582,0.25766,0.702955,0.323305,0.018293,0.057555,0.124561,0.091065,0.252155,0.81261,0.936927,0.464667,0.621222,0.671203,g
1,0.947525,0.48416,0.937625,0.527725,0.947525,0.50693,0.964355,0.51386,0.956435,0.49505,0.970295,0.49208,0.959405,0.51683,0.968315,0.5,0.971285,0.50693,0.952475,0.50396,0.943565,0.49109,0.946535,0.51188,0.94501,0.508055,0.940595,0.50099,0.936635,0.52079,0.933665,0.51188,0.972616,0.506811,0.44192,0.224637,0.736232,0.511871,0.27773,0.632052,0.433327,0.953955,g
1,0.998505,0.608385,0.95983,0.73515,0.88451,0.812075,0.76656,0.8906,0.68387,0.941455,0.550535,0.91656,0.465865,0.94637,0.358655,0.860365,0.281465,0.80844,0.221155,0.7406,0.175,0.67767,0.17671,0.57954,0.166745,0.511385,0.17564,0.43269,0.226925,0.385255,0.263995,0.32484,0.286581,0.86154,0.327226,0.884006,0.811048,0.678627,0.647155,0.420355,0.324645,0.358389,g
1,0,0,0.5,0.5,0.75407,0.10749,0.80293,0.664495,0,0.29316,0.5,0.5,0.5,0.5,1,0.36645,0.68241,0.18241,0.98534,0,0,0,1,0.201955,0,0,0,0,1,0,0.5,0.5,0.817439,0.159082,0.079092,0.275701,0.318485,0.959192,0.989327,0.127289,0.764512,0.243617,b
1,0.987565,0.50355,0.992895,0.50977,1,0.50977,0.99645,0.507995,0.978685,0.511545,0.98579,0.51776,1,0.51865,0.989345,0.510655,0.992895,0.52842,0.98579,0.52398,0.97247,0.52753,0.992005,0.51776,0.9877,0.532385,0.974245,0.540855,0.99556,0.531085,0.99467,0.549735,0.364021,0.294299,0.806212,0.126555,0.177698,0.509119,0.856951,0.461508,0.752746,0.753507,g
1,0.733925,0.55654,0.7949,0.503325,0.77716,0.53437,0.73947,0.430155,0.764965,0.50665,0.81929,0.41907,0.839245,0.48337,0.772725,0.432375,0.764965,0.47672,0.73947,0.40244,0.75388,0.432375,0.707315,0.399115,0.76965,0.442725,0.799335,0.48559,0.768295,0.44124,0.781595,0.477825,0.613165,0.597024,0.242006,0.882346,0.432205,0.638857,0.350626,0.631606,0.46939,0.708232,g
1,1,0.61529,1,0.107455,1,0.447995,1,0.57707,1,0.6391,0.9906,0.465695,1,0.53305,0.97901,0.40523,0.91792,0.421835,0.987,0.51864,0.99812,0.54621,1,0.493735,0.98119,0.477015,0.955825,0.519425,1,0.43139,0.982615,0.441415,0.371066,0.006444,0.328821,0.377276,0.464422,0.857059,0.434403,0.08555,0.699472,0.721835,g
1,0.995125,0.471075,0.998965,0.434955,0.993315,0.40285,0.99687,0.370785,0.96369,0.34935,0.963255,0.310175,0.94906,0.28102,0.92461,0.23968,0.937165,0.214625,0.89508,0.200805,0.873625,0.176925,0.84141,0.157605,0.826235,0.13413,0.80505,0.123235,0.77376,0.09861,0.745975,0.083775,0.732649,0.704381,0.553823,0.372982,0.031646,0.970107,0.092181,0.002225,0.008257,0.874297,g
1,0.941205,0.65317,0.86616,0.78908,0.670545,0.792635,0.528585,1,0.45381,0.96059,0.187985,0.85998,0.151165,0.66279,0.09289,0.705975,0,0.496125,0.105135,0.294575,0.115495,0.27261,0.21379,0.161975,0.34195,0.09062,0.485105,0.065795,0.62696,0.089365,0.50097,0.09157,0.576681,0.479101,0.680761,0.636914,0.62186,0.58872,0.492993,0.856537,0.553586,0.917261,g
1,0.998225,0.53234,1,0.49382,0.989055,0.51249,0.98056,0.51156,0.99637,0.53904,0.946615,0.55173,0.97106,0.526345,0.944045,0.5556,0.93052,0.543155,0.908165,0.55915,0.91834,0.57221,0.906645,0.56706,0.89738,0.56819,0.89555,0.576895,0.88561,0.57965,0.854705,0.560075,0.429463,0.946308,0.408048,0.601748,0.640621,0.856269,0.540155,0.807375,0.312138,0.803369,g
1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0.156334,0.762396,0.481736,0.999848,0.306317,0.75054,0.621117,0.267274,0.894048,0.195758,b
1,1,0.5,1,0.5,0.75,0.75,0.875,0.5,0.956005,0.56047,0.945335,0.57105,0.93461,0.58114,0.875,0.625,0.875,0.75,0.875,0.5,1,0.375,0.75,0.75,0.86972,0.63194,0.875,0.625,0.848175,0.64537,0.837465,0.651465,0.474373,0.725448,0.055265,0.720145,0.050281,0.613466,0.54868,0.918127,0.069241,0.322678,g
1,0.84074,0.55185,0.885185,0.517285,0.825925,0.54074,0.80494,0.49753,0.89506,0.55926,0.798765,0.52469,0.812345,0.54815,0.89136,0.412345,0.869135,0.44568,0.74321,0.50494,0.80494,0.54074,0.833335,0.4358,0.818865,0.487745,0.882715,0.51111,0.806175,0.4642,0.75679,0.476545,0.053592,0.911175,0.285354,0.900403,0.156707,0.964832,0.102804,0.143644,0.438684,0.019229,g
1,0.947945,0.69643,0.830645,0.85902,0.647605,0.95412,0.476065,0.972075,0.271375,0.923025,0.1117,0.792555,0.035905,0.625665,0.03859,0.423425,0.11968,0.25798,0.245345,0.119015,0.425525,0.057045,0.607905,0.071485,0.766145,0.157035,0.87423,0.29672,0.91571,0.464855,0.88431,0.63963,0.125422,0.863845,0.719578,0.497271,0.31616,0.379736,0.023768,0.501956,0.179674,0.361255,g
1,0.920885,0.7173,0.75,0.8808,0.54958,0.9673,0.31118,0.94093,0.138185,0.805905,0.03059,0.597045,0.066455,0.372365,0.185655,0.17194,0.374475,0.07173,0.581225,0.06751,0.757385,0.16561,0.874475,0.355485,0.889685,0.539665,0.820675,0.714135,0.657175,0.812235,0.49789,0.847045,0.449495,0.126754,0.416256,0.212343,0.453059,0.620024,0.065934,0.496937,0.567144,0.903482,g
1,0.922785,0.4571,0.341275,0.097235,0.455195,0.217825,0.90324,0.52288,0.94757,0.496185,0.40753,0.81983,0.399905,0.159675,0.928505,0.44328,0.889895,0.421355,0.465205,0.75405,0.32936,0.90467,0.89466,0.48141,0.85441,0.37356,0.88942,0.429455,0.39323,0.10915,0.40753,0.200665,0.121821,0.714119,0.657113,0.277559,0.384362,0.061726,0.85643,0.701254,0.629168,0.033672,b
1,0.67347,0.60204,0.734695,0.62245,0.70408,0.60204,0.734695,0.72449,0.65306,0.79592,0.561225,0.77551,0.5,0.7551,0.46939,0.77551,0.39796,0.77551,0.357145,0.72449,0.357145,0.663265,0.19388,0.612245,0.267105,0.574475,0.20408,0.591835,0.32653,0.5,0.367345,0.37755,0.723792,0.298112,0.799143,0.691321,0.602162,0.14938,0.889775,0.805172,0.206481,0.336123,g
1,0.92067,0.40819,0.71822,0.514595,0.967105,0.498665,0.939735,0.568975,0.905605,0.491055,0.942795,0.774955,0.95857,0.21257,0.875,0.3524,0.93338,0.39948,1,1,0.73305,0.41855,0.95033,0.48611,0.96679,0.49421,0.80791,0.33851,0.922315,0.37147,0.966615,0.492875,0.412388,0.103581,0.261372,0.661986,0.29099,0.420066,0.368793,0.620861,0.240604,0.501238,g
1,0.923565,0.483015,0.93206,0.457535,0.909765,0.5,0.868365,0.461785,0.859875,0.43206,0.874735,0.441615,0.887475,0.40658,0.89066,0.393845,0.80998,0.449045,0.895965,0.421445,0.94692,0.483015,0.92463,0.369425,0.870575,0.38344,0.83121,0.388535,0.863055,0.31104,0.829085,0.375795,0.703208,0.601728,0.867371,0.262771,0.900833,0.001761,0.630422,0.560841,0.966382,0.243517,g
1,0.96154,0.577255,0.931995,0.648785,0.86291,0.68395,0.85294,0.78415,0.787245,0.813595,0.71635,0.87338,0.658525,0.838485,0.59564,0.88409,0.52343,0.880855,0.43968,0.884845,0.407605,0.856635,0.353545,0.82854,0.30601,0.792765,0.266005,0.750655,0.23427,0.70366,0.218845,0.675475,0.381001,0.796342,0.04382,0.277036,0.524466,0.219711,0.19438,0.870722,0.001346,0.80938,g
0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.434346,0.066337,0.50306,0.451647,0.563399,0.498784,0.680704,0.560202,0.040884,0.020513,b
1,0.980435,0.5431,0.9838,0.596395,0.98013,0.637255,0.99022,0.67526,0.964335,0.731405,0.931325,0.762585,0.9141,0.79397,0.86621,0.845325,0.845015,0.8657,0.772365,0.8441,0.741695,0.880985,0.703075,0.873445,0.667005,0.91898,0.62472,0.930305,0.56878,0.934175,0.54524,0.931425,0.414568,0.421224,0.573002,0.555283,0.817127,0.478013,0.86238,0.81313,0.934934,0.850193,g
1,0.8,0.516665,0.816665,0.533335,0.85,0.533335,0.85,0.5,0.816665,0.5,0.9,0.5,0.866665,0.5,0.85,0.55,0.833335,0.55,0.866665,0.483335,0.883335,0.5,0.816665,0.566665,0.82966,0.55084,0.8,0.566665,0.8,0.583335,0.816665,0.583335,0.692423,0.537221,0.856141,0.825621,0.067382,0.644833,0.370424,0.828204,0.554625,0.352456,g
1,0.99083,0.50437,0.990515,0.48091,0.987825,0.471505,0.979735,0.465145,0.99502,0.477465,0.973565,0.44449,0.966845,0.43605,0.971085,0.442085,0.89841,0.404,0.94137,0.413065,0.931285,0.406305,0.942435,0.401555,0.909065,0.39432,0.89273,0.38068,0.884555,0.384525,0.871615,0.38049,0.773252,0.857198,0.241598,0.292271,0.340482,0.730953,0.235572,0.848563,0.787427,0.330542,g
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.5,0.5,1,1,1,0,1,1,1,0.5,1,1,1,0,0.5,0.5,0.941937,0.284186,0.816565,0.679807,0.470013,0.109652,0.733258,0.273297,0.72399,0.556073,b
1,1,0.534215,1,0.571055,1,0.61054,1,0.4375,1,0.697475,1,0.744905,1,0.79493,0.3125,1,1,0.5,1,0.960005,1,1,1,1,1,1,1,0.625,1,1,1,1,0.868213,0.893265,0.048209,0.866433,0.017795,0.906921,0.362742,0.539943,0.13169,0.138824,g
1,0.52933,0.49581,0.53352,0.50419,0.5,0.494415,0.502795,0.480445,0.50838,0.46229,0.497205,0.526535,0.532125,0.48324,0.5,0.547485,0.467875,0.53771,0.476255,0.51257,0.513965,0.497205,0.50419,0.502795,0.551675,0.49581,0.515365,0.498605,0.522345,0.5,0.523745,0.48324,0.501493,0.588236,0.871858,0.328757,0.47806,0.037871,0.218433,0.147854,0.427198,0.94416,b
1,0.9421,0.68362,0.835615,0.83691,0.698065,0.931995,0.51212,0.96591,0.32426,0.918565,0.19842,0.79421,0.10671,0.69389,0.083575,0.49679,0.15341,0.335185,0.23748,0.23038,0.363115,0.15937,0.50403,0.15113,0.63014,0.19661,0.722845,0.283085,0.771045,0.39229,0.78143,0.514115,0.228874,0.586159,0.429319,0.412133,0.438151,0.847625,0.248788,0.122243,0.857203,0.797427,g
1,0.905715,0.51857,0.925715,0.499285,0.895,0.50357,0.897855,0.47857,0.937855,0.5,0.927855,0.46643,0.932145,0.50143,0.914285,0.472855,0.905,0.440715,0.884285,0.457855,0.92143,0.475,0.885,0.465715,0.90799,0.456655,0.912855,0.447855,0.907145,0.475,0.910715,0.424285,0.232403,0.013993,0.07151,0.290432,0.714622,0.055604,0.708298,0.152615,0.532221,0.778545,g
1,1,0.48135,1,0.463085,0.998005,0.444805,0.99919,0.450345,0.994705,0.43093,0.98337,0.391525,0.97644,0.374505,0.95618,0.328,0.952905,0.33924,0.949955,0.326545,0.93937,0.311785,0.931065,0.28505,0.91586,0.28439,0.907165,0.287035,0.889595,0.260115,0.875575,0.24924,0.649733,0.126937,0.556737,0.920452,0.657928,0.747159,0.519356,0.972639,0.408433,0.763123,g
1,0.7947,0.195365,0.92715,0.77649,0.90563,0.536425,0.783115,0.581125,0.663905,0.62086,0.751655,0.56126,0.819535,0.59934,0.85927,0.713575,0.771525,0.569535,0.82616,0.639075,0.84437,0.536425,0.75936,0.633265,0.745065,0.638435,0.73108,0.64287,0.71742,0.64662,0.704105,0.64971,0.169296,0.728251,0.840154,0.347032,0.818891,0.841337,0.817149,0.567491,0.617596,0.716625,g
1,0.5,0.5,1,0.564445,0.94222,0.49,0.5,0.5,1,0.28778,1,0.59778,1,0.473335,1,0.09222,0.5,0.5,1,0.48,1,0.406665,0.5,0.5,1,0,0.5,0.5,1,0.55889,0.953335,0.45222,0.246006,0.196464,0.426963,0.208199,0.008588,0.792952,0.961721,0.926035,0.561622,0.194082,b
1,0.961385,0.53902,0.963395,0.581255,0.94851,0.62309,0.920555,0.675985,0.894005,0.71098,0.85358,0.734915,0.85398,0.78238,0.802295,0.821,0.756235,0.82462,0.699515,0.834875,0.67116,0.841715,0.618465,0.88073,0.593825,0.869425,0.54847,0.85519,0.513675,0.88536,0.479885,0.847545,0.140869,0.159609,0.433282,0.949042,0.738541,0.906636,0.09221,0.116301,0.538524,0.278864,g
1,0.366665,0.7,0.363485,0.560795,0.41111,0.47778,0.53096,0.465605,0.522305,0.512875,0.495575,0.51363,0.49207,0.49917,0.499535,0.495585,0.50235,0.499235,0.50069,0.50119,0.49943,0.50051,0.499655,0.49975,0.500095,0.499785,0.50013,0.500025,0.5,0.500075,0.49996,0.50001,0.417875,0.740001,0.511315,0.942663,0.893994,0.086254,0.459776,0.911547,0.987809,0.43988,b
1,0.895785,0.584255,0.5,0.5,0.782705,0.53437,0.69734,1,0.691795,0.997785,0.487805,0.766075,0.618625,0.5643,0.486695,0.97561,0.24501,0.92461,0.449,0.694015,0.28714,0.618625,0.04213,0.90355,0.32927,0.94124,0,0.847005,0,0.5643,0.5,0.5,0.590041,0.50997,0.912221,0.691509,0.829278,0.791807,0.414378,0.379423,0.639345,0.767942,b
1,0.93886,0.45924,0.91712,0.536685,0.923915,0.52038,0.88587,0.48913,0.88587,0.471465,0.911685,0.44701,0.839675,0.497285,0.940215,0.39538,0.91712,0.516305,0.932065,0.47011,0.986415,0.360055,0.92527,0.40625,0.918525,0.448945,0.92935,0.483695,0.892665,0.44565,0.89538,0.497285,0.024901,0.822548,0.709276,0.437954,0.455931,0.495038,0.908346,0.257658,0.339173,0.929832,g
0,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,1,1,0,0,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,1,0.5,0.5,0.495138,0.125733,0.629383,0.635543,0.162202,0.722407,0.604409,0.45605,0.293297,0.254814,b
1,1,0.727275,1,0.772725,0.90909,0.81818,1,0.454545,1,0.5,0.90909,0.272725,0.81818,0.636365,1,0.18182,1,0.363635,0.954545,0.272725,1,0.53875,1,0.454545,1,0.544335,1,0.68182,1,0.81818,0.863635,0.636365,0.405138,0.739285,0.852406,0.748375,0.913276,0.44862,0.290719,0.167035,0.116311,0.335155,g
1,0.973505,0.49983,0.966035,0.483865,0.975885,0.482845,0.97792,0.51223,0.97062,0.50883,0.962975,0.52344,0.96977,0.492695,0.974185,0.51002,0.96892,0.506965,0.95703,0.538385,0.94735,0.53074,0.96994,0.515965,0.962445,0.51271,0.9606,0.51121,0.962295,0.50221,0.963485,0.497115,0.517405,0.514854,0.360284,0.073215,0.757047,0.894633,0.979426,0.246693,0.861656,0.712768,g
1,0.829545,0.185605,0.5,0.5,0.5,0.5,0.886365,1,1,0.35985,0.5,0.5,0.5,0.5,0.810605,0.386365,0.920455,0,1,0,0.5,0.5,0.5,0.5,1,0.030305,0.435605,0.03409,0.5,0.5,0.5,0.5,0.237768,0.849411,0.042293,0.675041,0.338298,0.820987,0.23313,0.296592,0.125796,0.861948,b
1,1,0.545455,0.977275,0.454545,0.886365,0.5,1,0.5,0.977275,0.5,1,0.522725,0.954545,0.477275,1,0.5,1,0.5,0.93182,0.545455,0.886365,0.545455,0.954545,0.522725,0.957705,0.514485,0.977275,0.545455,0.93182,0.454545,0.93182,0.522725,0.254983,0.855497,0.395594,0.94046,0.307967,0.960883,0.375167,0.17676,0.106691,0.127647,g
1,0.987335,0.56541,0.9706,0.60018,0.943915,0.66124,0.945045,0.663555,0.92775,0.726085,0.86149,0.76142,0.84973,0.7941,0.79274,0.834465,0.744345,0.85199,0.721225,0.840795,0.676445,0.87811,0.63416,0.88105,0.584065,0.892705,0.537485,0.902195,0.48519,0.88851,0.448555,0.87121,0.643573,0.676861,0.673411,0.674074,0.622775,0.968806,0.011077,0.094194,0.920382,0.294618,g
1,1,0.472355,1,0,0.75,0.444445,0.680555,0.38889,1,0.37144,0.583335,0.444445,1,0.3267,1,0.305735,1,0.28569,0.5,0.375,1,0.248335,1,0.36111,1,0.21454,1,0.36111,1,0.18422,1,0.170325,0.769655,0.182844,0.114501,0.470322,0.348442,0.971406,0.95115,0.413487,0.566539,0.440689,b
0,0.5,0.5,0,1,1,1,0,0,0.5,0.5,0,0,0,0.34375,0,0,1,0,1,0,0.5,0.5,1,0,0,0,0.5,0.5,1,0,0.5,0.5,0.344318,0.677837,0.090376,0.307996,0.40718,0.690236,0.174759,0.540471,0.228483,0.953388,b
1,0.75233,0.4155,0.85721,0.507565,0.855315,0.51129,0.840325,0.50641,0.673075,0.52797,0.84525,0.521965,0.840505,0.52529,0.835115,0.52846,0.817015,0.47669,0.822515,0.53428,0.815385,0.536905,0.920165,0.590325,0.799675,0.54152,0.69114,0.5338,0.78233,0.54523,0.77316,0.54673,0.370021,0.062677,0.799895,0.847788,0.71299,0.993723,0.928918,0.641185,0.404952,0.490058,g
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.160127,0.712784,0.458967,0.816534,0.797895,0.352147,0.684507,0.222536,0.025045,0.054663,b
